地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
2011/03/16,16:42:22.5,長野県北部,36°48.9′N,138°36.8′E,1 km,3.1,震度２
2011/03/16,15:29:02.9,岩手県沖,39°51.8′N,142°17.7′E,41 km,5.7,震度３
2011/03/16,13:55:18.5,福島県沖,37°06.7′N,141°05.4′E,30 km,3.4,震度２
2011/03/16,13:17:22.7,千葉県東方沖,35°51.7′N,140°54.0′E,12 km,4.8,震度３
2011/03/16,13:14:29.6,福島県沖,37°32.0′N,141°34.8′E,25 km,5.6,震度４
2011/03/16,12:53:19.5,千葉県東方沖,35°49.7′N,140°54.4′E,20 km,4.4,震度３
2011/03/16,12:52:02.7,千葉県東方沖,35°50.2′N,140°54.3′E,10 km,6.1,震度５弱
2011/03/16,12:34:38.9,岩手県沖,39°07.3′N,142°20.6′E,33 km,4.4,震度２
2011/03/16,12:23:32.4,福島県沖,36°54.6′N,141°20.3′E,31 km,4.7,震度２
2011/03/16,11:48:25.9,岩手県沖,39°33.0′N,142°29.6′E,14 km,4.4,震度２
2011/03/16,10:44:54.6,静岡県東部,35°18.3′N,138°42.6′E,7 km,3.3,震度３
2011/03/16,10:33:03.5,静岡県東部,35°18.2′N,138°42.5′E,12 km,2.7,震度２
2011/03/16,10:08:07.8,茨城県沖,36°17.5′N,140°57.5′E,39 km,4.2,震度３
2011/03/16,09:22:31.0,茨城県沖,36°23.3′N,141°04.7′E,46 km,4.3,震度３
2011/03/16,08:58:05.1,茨城県沖,35°57.5′N,141°21.4′E,36 km,4.4,震度２
2011/03/16,08:40:11.2,茨城県北部,36°44.3′N,140°35.2′E,7 km,3.8,震度３
2011/03/16,08:39:19.9,茨城県北部,36°44.0′N,140°35.4′E,5 km,3.7,震度２
2011/03/16,08:20:50.1,茨城県沖,36°39.3′N,141°07.1′E,45 km,3.7,震度２
2011/03/16,07:12:37.5,新潟県中越地方,37°02.7′N,138°42.5′E,7 km,2.3,震度２
2011/03/16,06:15:31.0,新潟県中越地方,37°03.7′N,138°37.5′E,13 km,3.6,震度３
2011/03/16,06:04:47.6,茨城県北部,36°44.0′N,140°34.1′E,0 km,4.8,震度３
2011/03/16,05:53:42.8,福島県浜通り,36°55.5′N,140°43.3′E,28 km,4.2,震度３
2011/03/16,05:44:45.6,岩手県沖,39°02.4′N,142°27.9′E,24 km,4.3,震度２
2011/03/16,05:30:00.2,千葉県東方沖,35°17.0′N,141°13.4′E,24 km,5.8,震度３
2011/03/16,05:27:19.0,渡島地方西部,41°28.5′N,140°12.0′E,5 km,2.9,震度３
2011/03/16,05:03:49.1,宮城県沖,38°26.4′N,142°16.6′E,23 km,4.5,震度２
2011/03/16,04:53:19.6,福島県沖,37°40.1′N,142°04.8′E,25 km,5.1,震度３
2011/03/16,04:33:17.3,群馬県北部,36°50.5′N,139°19.9′E,5 km,2.8,震度２
2011/03/16,04:01:29.1,宮城県沖,38°06.2′N,142°09.3′E,18 km,5.6,震度３
2011/03/16,03:41:30.0,福島県沖,37°11.0′N,141°28.6′E,41 km,4.3,震度２
2011/03/16,03:33:28.4,岐阜県飛騨地方,35°58.7′N,137°18.5′E,7 km,4.0,震度４
2011/03/16,03:19:40.9,茨城県沖,36°38.9′N,140°59.8′E,49 km,4.1,震度３
2011/03/16,02:56:10.7,茨城県沖,36°32.4′N,140°57.5′E,46 km,3.7,震度２
2011/03/16,02:51:56.7,茨城県沖,36°11.4′N,141°00.9′E,36 km,4.1,震度２
2011/03/16,02:40:54.7,千葉県東方沖,35°37.7′N,140°59.3′E,26 km,4.0,震度２
2011/03/16,02:14:42.9,静岡県東部,35°19.1′N,138°41.6′E,7 km,3.0,震度３
2011/03/16,02:06:38.1,静岡県東部,35°18.6′N,138°41.9′E,8 km,2.9,震度２
2011/03/16,01:50:32.7,静岡県東部,35°18.7′N,138°43.3′E,14 km,3.0,震度２
2011/03/16,01:41:12.8,宮城県沖,38°01.9′N,142°00.7′E,37 km,4.4,震度２
2011/03/16,01:28:17.3,茨城県南部,36°12.1′N,139°57.8′E,52 km,3.6,震度２
2011/03/16,01:26:02.0,茨城県北部,36°43.9′N,140°34.5′E,3 km,3.9,震度２
2011/03/16,01:22:59.3,茨城県北部,36°44.1′N,140°35.2′E,0 km,4.5,震度２
2011/03/16,01:18:24.6,奄美大島近海,28°11.3′N,128°48.1′E,63 km,4.1,震度２
2011/03/16,01:03:40.5,福島県沖,37°17.7′N,141°14.4′E,51 km,3.9,震度２
2011/03/16,00:53:56.8,茨城県沖,36°31.7′N,141°02.7′E,23 km,3.9,震度２
2011/03/16,00:39:34.6,岐阜県飛騨地方,35°58.4′N,137°18.6′E,7 km,3.4,震度３
2011/03/16,00:33:36.9,岐阜県飛騨地方,35°58.4′N,137°18.7′E,7 km,2.9,震度２
2011/03/16,00:23:52.3,三陸沖,40°22.2′N,143°28.4′E,18 km,6.3,震度３
2011/03/16,00:06:47.0,茨城県沖,36°37.0′N,141°09.6′E,35 km,4.3,震度２
2011/03/15,23:40:33.9,岩手県沖,39°35.7′N,142°45.3′E,9 km,4.5,震度２
2011/03/15,23:14:26.6,静岡県東部,35°20.5′N,138°43.6′E,11 km,3.4,震度２
2011/03/15,23:03:48.8,静岡県東部,35°20.9′N,138°43.5′E,7 km,2.7,震度２
2011/03/15,22:49:21.5,静岡県東部,35°20.2′N,138°43.3′E,11 km,3.0,震度２
2011/03/15,22:46:53.8,静岡県東部,35°19.7′N,138°43.7′E,13 km,3.2,震度２
2011/03/15,22:43:11.2,静岡県東部,35°20.5′N,138°43.6′E,11 km,3.9,震度３
2011/03/15,22:40:09.5,静岡県東部,35°21.1′N,138°43.6′E,10 km,4.2,震度４
2011/03/15,22:40:03.4,静岡県東部,35°19.9′N,138°43.4′E,12 km,3.7,震度３
2011/03/15,22:38:49.3,静岡県東部,35°19.4′N,138°42.5′E,13 km,3.1,震度２
2011/03/15,22:37:54.9,福島県沖,37°37.4′N,142°00.0′E,30 km,5.3,震度３
2011/03/15,22:37:02.8,静岡県東部,35°18.1′N,138°42.7′E,16 km,3.8,震度３
2011/03/15,22:36:08.4,静岡県東部,35°20.3′N,138°44.0′E,15 km,3.0,震度２
2011/03/15,22:35:22.1,静岡県東部,35°20.6′N,138°44.0′E,11 km,4.1,震度３
2011/03/15,22:34:09.0,静岡県東部,35°19.8′N,138°43.4′E,13 km,3.7,震度３
2011/03/15,22:31:46.3,静岡県東部,35°18.5′N,138°42.8′E,14 km,6.4,震度６強
2011/03/15,22:27:53.6,福島県沖,37°35.9′N,142°17.9′E,10 km,6.2,震度４
2011/03/15,22:10:47.1,茨城県沖,36°37.7′N,140°57.2′E,49 km,4.2,震度３
2011/03/15,20:29:02.0,千葉県北東部,35°43.4′N,140°49.1′E,29 km,3.6,震度２
2011/03/15,20:06:13.5,福島県沖,37°12.2′N,142°23.8′E,15 km,5.2,震度３
2011/03/15,19:33:07.1,茨城県沖,36°39.4′N,140°58.2′E,47 km,3.7,震度２
2011/03/15,19:31:29.1,千葉県北東部,35°51.6′N,140°36.9′E,47 km,4.5,震度３
2011/03/15,19:06:53.8,宮城県沖,38°50.1′N,142°00.8′E,48 km,3.6,震度２
2011/03/15,18:49:51.5,福島県沖,37°23.3′N,142°19.9′E,7 km,6.3,震度３
2011/03/15,18:41:02.6,千葉県東方沖,35°50.5′N,140°55.6′E,9 km,4.3,震度３
2011/03/15,18:01:02.7,岐阜県飛騨地方,36°14.3′N,137°32.3′E,3 km,2.2,震度２
2011/03/15,17:56:37.9,岩手県沖,39°34.1′N,142°36.9′E,10 km,4.5,震度２
2011/03/15,17:56:31.1,茨城県沖,36°38.8′N,141°00.4′E,45 km,3.8,震度２
2011/03/15,17:01:42.3,三陸沖,40°23.4′N,143°27.7′E,13 km,5.5,震度２
2011/03/15,16:48:26.7,福島県沖,37°13.6′N,141°20.5′E,28 km,4.4,震度３
2011/03/15,16:40:36.1,岐阜県飛騨地方,35°58.7′N,137°18.3′E,7 km,2.8,震度２
2011/03/15,16:28:56.1,福島県浜通り,37°05.1′N,140°47.5′E,5 km,3.1,震度２
2011/03/15,16:25:54.3,岐阜県飛騨地方,35°58.6′N,137°18.4′E,8 km,2.8,震度２
2011/03/15,16:08:28.9,宮城県沖,38°21.1′N,142°17.9′E,30 km,4.9,震度２
2011/03/15,16:03:44.2,茨城県北部,36°44.7′N,140°35.1′E,0 km,4.9,震度３
2011/03/15,15:59:14.6,福島県沖,37°26.6′N,141°29.5′E,40 km,4.0,震度２
2011/03/15,15:56:26.6,茨城県北部,36°45.6′N,140°35.7′E,0 km,4.7,震度３
2011/03/15,15:35:13.3,岐阜県飛騨地方,35°58.4′N,137°18.6′E,7 km,2.7,震度２
2011/03/15,15:32:29.0,岐阜県飛騨地方,35°58.7′N,137°18.3′E,8 km,3.8,震度３
2011/03/15,15:21:16.1,岩手県沖,39°51.2′N,142°31.4′E,14 km,4.4,震度２
2011/03/15,14:44:55.1,茨城県北部,36°43.6′N,140°33.2′E,8 km,2.6,震度２
2011/03/15,14:40:23.7,福島県沖,37°44.9′N,142°01.4′E,29 km,4.5,震度２
2011/03/15,14:28:38.7,茨城県南部,36°00.9′N,140°23.2′E,54 km,3.9,震度２
2011/03/15,14:05:27.2,茨城県北部,36°45.2′N,140°34.8′E,3 km,3.7,震度２
2011/03/15,14:01:22.0,茨城県沖,36°32.1′N,140°50.1′E,48 km,3.4,震度２
2011/03/15,13:56:05.5,茨城県沖,36°43.9′N,141°03.3′E,20 km,4.4,震度２
2011/03/15,13:55:50.1,岩手県沖,39°22.5′N,142°03.6′E,49 km,4.5,震度３
2011/03/15,12:20:43.9,千葉県東方沖,35°51.3′N,140°55.1′E,10 km,4.6,震度２
2011/03/15,12:17:25.5,岩手県沖,39°12.1′N,142°25.9′E,23 km,4.5,震度２
2011/03/15,12:09:51.4,新潟県中越地方,37°02.6′N,138°35.6′E,10 km,2.7,震度２
2011/03/15,11:31:59.5,茨城県沖,35°53.9′N,140°52.5′E,36 km,3.8,震度２
2011/03/15,10:41:39.6,長野県北部,36°57.6′N,138°35.7′E,4 km,2.1,震度３
2011/03/15,09:54:46.8,秋田県内陸南部,39°34.7′N,140°27.2′E,8 km,3.8,震度３
2011/03/15,09:18:44.2,茨城県沖,36°12.4′N,140°55.2′E,33 km,3.7,震度２
2011/03/15,09:02:51.6,茨城県沖,36°09.5′N,141°13.8′E,43 km,4.2,震度２
2011/03/15,08:23:08.2,三陸沖,39°52.4′N,143°24.7′E,17 km,5.0,震度２
2011/03/15,08:02:14.8,長野県北部,36°49.4′N,138°35.4′E,0 km,3.4,震度２
2011/03/15,07:29:21.9,福島県浜通り,37°04.1′N,140°44.8′E,9 km,4.3,震度３
2011/03/15,07:22:31.4,岩手県沖,39°11.0′N,142°31.8′E,22 km,4.5,震度２
2011/03/15,07:20:31.9,長野県北部,36°49.1′N,138°36.7′E,0 km,4.5,震度３
2011/03/15,07:04:09.8,茨城県沖,35°53.0′N,141°13.8′E,36 km,4.8,震度３
2011/03/15,06:32:39.9,福島県沖,37°20.8′N,141°20.3′E,35 km,3.6,震度２
2011/03/15,06:13:56.2,岩手県内陸南部,39°01.4′N,140°49.2′E,7 km,4.1,震度２
2011/03/15,05:54:29.6,千葉県東方沖,35°48.8′N,140°55.3′E,15 km,3.7,震度２
2011/03/15,05:45:48.9,福島県沖,37°21.3′N,141°11.7′E,30 km,3.7,震度２
2011/03/15,05:39:59.6,新潟県中越地方,37°01.4′N,138°41.7′E,9 km,2.9,震度３
2011/03/15,05:09:53.1,福島県沖,37°19.5′N,141°32.0′E,16 km,4.4,震度２
2011/03/15,05:04:35.0,茨城県沖,35°54.3′N,140°50.6′E,41 km,4.4,震度２
2011/03/15,04:59:46.9,東京湾,35°31.8′N,139°52.7′E,23 km,4.1,震度３
2011/03/15,04:34:06.9,三陸沖,39°18.5′N,143°00.9′E,0 km,5.0,震度２
2011/03/15,04:31:35.4,茨城県沖,36°34.3′N,141°44.9′E,50 km,4.7,震度２
2011/03/15,04:29:29.8,宮城県沖,38°37.8′N,141°52.6′E,43 km,5.1,震度３
2011/03/15,04:28:29.7,宮城県沖,38°38.8′N,141°52.8′E,51 km,5.0,震度３
2011/03/15,04:04:12.1,茨城県沖,35°55.4′N,140°52.2′E,37 km,4.5,震度３
2011/03/15,03:41:00.9,茨城県沖,36°33.8′N,141°50.7′E,44 km,5.7,震度３
2011/03/15,03:35:42.4,福島県沖,37°12.9′N,141°09.8′E,39 km,4.3,震度３
2011/03/15,03:01:31.7,福島県沖,37°05.6′N,142°22.8′E,16 km,5.4,震度２
2011/03/15,02:59:39.6,福島県沖,37°09.8′N,142°26.4′E,22 km,5.8,震度２
2011/03/15,02:26:03.3,福島県沖,37°37.1′N,142°02.1′E,31 km,4.4,震度２
2011/03/15,02:20:04.8,福島県沖,37°21.2′N,141°03.5′E,24 km,3.7,震度２
2011/03/15,01:36:12.7,東京湾,35°31.5′N,139°52.7′E,21 km,3.3,震度２
2011/03/15,01:35:57.3,新潟県中越地方,36°56.2′N,138°36.6′E,3 km,2.5,震度２
2011/03/15,01:11:33.6,茨城県沖,36°30.2′N,140°52.6′E,51 km,4.5,震度３
2011/03/15,00:42:54.9,茨城県沖,36°04.1′N,141°11.8′E,36 km,3.9,震度２
2011/03/15,00:26:32.5,茨城県沖,36°39.1′N,140°58.5′E,50 km,3.9,震度３
2011/03/15,00:21:48.1,宮城県沖,38°22.7′N,141°34.0′E,57 km,3.9,震度２
2011/03/14,23:50:54.1,宮城県沖,38°20.1′N,142°14.1′E,32 km,4.8,震度２
2011/03/14,22:43:19.0,福島県沖,37°26.6′N,141°30.6′E,36 km,4.0,震度２
2011/03/14,21:50:16.4,茨城県沖,36°29.7′N,141°05.0′E,18 km,4.1,震度２
2011/03/14,21:10:43.6,福島県沖,36°54.4′N,141°07.9′E,49 km,3.7,震度２
2011/03/14,21:04:28.1,茨城県沖,35°59.9′N,141°09.1′E,38 km,4.2,震度２
2011/03/14,20:57:54.2,秋田県内陸南部,39°37.2′N,140°24.1′E,3 km,3.2,震度２
2011/03/14,20:52:39.3,茨城県沖,36°29.0′N,141°04.2′E,23 km,4.0,震度２
2011/03/14,20:06:25.0,茨城県沖,36°29.1′N,141°05.5′E,32 km,4.8,震度３
2011/03/14,20:04:02.0,宮城県沖,38°46.0′N,142°08.4′E,37 km,4.3,震度２
2011/03/14,19:49:52.1,宮城県沖,38°27.2′N,142°04.9′E,40 km,4.2,震度２
2011/03/14,19:49:47.5,新潟県中越地方,36°59.3′N,138°37.3′E,9 km,3.0,震度２
2011/03/14,19:34:47.2,岩手県沖,39°35.1′N,142°38.0′E,8 km,5.0,震度２
2011/03/14,19:29:02.2,岩手県沖,39°36.6′N,142°38.7′E,12 km,4.9,震度２
2011/03/14,19:27:56.4,茨城県沖,36°39.9′N,141°08.1′E,44 km,3.9,震度２
2011/03/14,19:19:17.3,宮城県沖,38°22.8′N,142°03.6′E,41 km,4.2,震度２
2011/03/14,18:38:47.5,岩手県沖,39°17.8′N,142°14.6′E,40 km,4.6,震度２
2011/03/14,18:23:22.4,千葉県東方沖,35°33.3′N,141°02.9′E,36 km,4.3,震度２
2011/03/14,18:16:10.9,福島県浜通り,37°10.5′N,140°57.2′E,9 km,3.8,震度２
2011/03/14,18:07:46.6,茨城県沖,36°48.6′N,141°23.5′E,32 km,4.8,震度３
2011/03/14,18:02:01.1,千葉県東方沖,35°33.9′N,141°01.4′E,35 km,3.9,震度２
2011/03/14,17:50:20.5,長野県北部,36°55.1′N,138°35.8′E,1 km,2.6,震度２
2011/03/14,17:27:10.2,福島県沖,37°10.3′N,141°23.6′E,43 km,4.4,震度２
2011/03/14,17:23:51.4,宮城県沖,38°06.9′N,142°09.7′E,14 km,4.9,震度２
2011/03/14,17:15:06.6,福島県沖,37°05.0′N,141°03.3′E,24 km,3.5,震度２
2011/03/14,16:25:09.1,茨城県沖,36°43.2′N,141°19.9′E,45 km,5.0,震度３
2011/03/14,16:25:09.2,長野県中部,36°10.7′N,138°00.9′E,3 km,2.8,震度２
2011/03/14,16:03:27.8,三陸沖,39°52.0′N,143°39.7′E,31 km,5.2,震度２
2011/03/14,15:56:14.5,茨城県沖,36°27.1′N,140°43.0′E,52 km,4.2,震度３
2011/03/14,15:52:22.8,福島県沖,36°57.3′N,141°07.2′E,52 km,5.2,震度４
2011/03/14,15:46:55.5,三陸沖,37°55.8′N,143°01.3′E,33 km,5.4,震度２
2011/03/14,15:43:52.7,岩手県沖,39°10.9′N,142°28.0′E,19 km,5.2,震度３
2011/03/14,15:38:51.7,長野県北部,36°55.9′N,138°35.9′E,4 km,3.5,震度４
2011/03/14,15:27:21.5,福島県沖,36°43.6′N,142°18.7′E,20 km,5.3,震度２
2011/03/14,15:19:41.7,福島県沖,37°27.3′N,141°19.6′E,29 km,4.2,震度２
2011/03/14,15:17:47.6,福島県沖,37°43.4′N,142°25.9′E,4 km,5.3,震度４
2011/03/14,15:12:33.9,宮城県沖,37°48.2′N,142°35.2′E,7 km,6.5,震度４
2011/03/14,14:55:22.0,福島県沖,37°23.0′N,141°22.8′E,41 km,3.8,震度２
2011/03/14,14:27:18.1,福島県沖,36°46.1′N,141°52.7′E,37 km,4.5,震度２
2011/03/14,13:59:04.7,福島県沖,37°12.1′N,141°22.9′E,46 km,3.9,震度２
2011/03/14,13:45:37.8,福島県沖,37°20.9′N,141°30.5′E,40 km,4.7,震度３
2011/03/14,13:24:20.7,長野県中部,36°11.0′N,138°00.8′E,3 km,3.1,震度２
2011/03/14,12:35:11.3,福島県沖,37°18.9′N,141°17.8′E,33 km,4.0,震度２
2011/03/14,12:20:42.0,茨城県沖,36°40.8′N,141°45.2′E,40 km,5.3,震度２
2011/03/14,12:10:05.4,長野県北部,36°50.2′N,138°35.1′E,0 km,3.5,震度３
2011/03/14,12:09:54.7,関東東方沖,36°18.5′N,142°41.6′E,16 km,4.8,震度２
2011/03/14,12:01:45.9,宮城県沖,38°48.0′N,142°03.4′E,36 km,4.1,震度２
2011/03/14,11:11:25.1,茨城県沖,36°29.1′N,141°06.4′E,40 km,4.5,震度３
2011/03/14,10:50:48.3,岩手県沖,39°30.5′N,142°33.0′E,8 km,4.0,震度２
2011/03/14,10:41:32.3,秋田県内陸南部,39°35.3′N,140°24.7′E,5 km,2.8,震度２
2011/03/14,10:40:29.4,茨城県沖,36°27.4′N,141°04.1′E,31 km,3.9,震度２
2011/03/14,10:13:10.0,千葉県東方沖,35°52.1′N,140°56.0′E,31 km,4.0,震度２
2011/03/14,10:12:06.5,千葉県東方沖,35°52.2′N,140°54.8′E,29 km,3.9,震度２
2011/03/14,10:02:38.7,茨城県沖,36°27.5′N,141°07.5′E,32 km,6.2,震度５弱
2011/03/14,09:56:47.8,長野県北部,37°00.7′N,138°33.8′E,0 km,2.7,震度２
2011/03/14,09:42:29.0,宮城県沖,38°18.5′N,141°40.4′E,33 km,4.0,震度２
2011/03/14,09:01:43.4,千葉県北東部,35°43.9′N,140°49.6′E,31 km,4.5,震度２
2011/03/14,08:53:49.5,千葉県東方沖,35°47.6′N,141°04.9′E,35 km,4.9,震度３
2011/03/14,08:47:55.1,長野県中部,36°11.4′N,138°00.8′E,3 km,3.1,震度３
2011/03/14,08:42:18.9,福島県沖,37°20.0′N,141°23.8′E,43 km,4.3,震度３
2011/03/14,08:41:28.4,茨城県沖,36°39.2′N,140°57.6′E,49 km,4.6,震度３
2011/03/14,08:37:51.7,宮城県沖,38°52.2′N,142°17.9′E,28 km,4.1,震度２
2011/03/14,08:33:09.9,茨城県北部,36°47.4′N,140°34.5′E,1 km,4.0,震度２
2011/03/14,08:06:19.6,岩手県沖,39°58.3′N,142°19.0′E,37 km,4.1,震度２
2011/03/14,07:56:31.8,福島県沖,36°54.3′N,141°03.7′E,50 km,4.3,震度２
2011/03/14,07:46:16.1,秋田県内陸南部,39°35.2′N,140°24.5′E,7 km,3.1,震度３
2011/03/14,07:42:13.6,福島県沖,37°44.1′N,142°00.6′E,28 km,4.2,震度２
2011/03/14,07:38:18.1,秋田県内陸南部,39°35.0′N,140°24.6′E,6 km,3.2,震度２
2011/03/14,07:35:59.1,岩手県沖,39°06.7′N,142°24.1′E,30 km,4.4,震度２
2011/03/14,07:20:15.8,茨城県沖,36°01.2′N,142°02.8′E,64 km,5.4,震度２
2011/03/14,07:16:31.2,茨城県沖,36°15.8′N,140°54.5′E,36 km,4.4,震度３
2011/03/14,07:12:58.1,岩手県内陸南部,39°03.6′N,141°20.5′E,115 km,4.2,震度２
2011/03/14,07:06:42.3,千葉県東方沖,35°52.3′N,140°56.9′E,11 km,3.7,震度２
2011/03/14,06:52:56.5,岩手県沖,39°02.2′N,142°25.0′E,29 km,4.5,震度２
2011/03/14,06:13:36.5,長野県北部,36°55.5′N,138°35.0′E,3 km,2.4,震度２
2011/03/14,05:25:39.6,宮城県沖,38°58.9′N,142°23.2′E,25 km,4.0,震度２
2011/03/14,05:23:37.2,茨城県沖,36°00.7′N,141°10.5′E,36 km,4.2,震度２
2011/03/14,05:04:52.0,長野県北部,36°44.2′N,138°29.5′E,2 km,2.5,震度２
2011/03/14,04:59:50.1,福島県沖,36°58.4′N,141°54.3′E,36 km,5.3,震度２
2011/03/14,04:52:25.8,茨城県南部,35°58.0′N,140°38.2′E,36 km,3.6,震度２
2011/03/14,04:42:55.7,福島県沖,37°19.1′N,141°04.2′E,25 km,3.7,震度２
2011/03/14,04:27:22.2,福島県沖,37°11.4′N,141°04.5′E,28 km,4.1,震度３
2011/03/14,04:23:24.4,滋賀県南部,35°05.7′N,136°09.2′E,14 km,3.6,震度２
2011/03/14,04:16:38.3,千葉県東方沖,35°52.7′N,141°01.8′E,13 km,4.9,震度３
2011/03/14,03:45:12.8,宮城県沖,38°22.2′N,142°21.0′E,29 km,4.8,震度３
2011/03/14,03:42:44.3,岐阜県飛騨地方,36°14.5′N,137°34.7′E,3 km,3.2,震度２
2011/03/14,03:03:19.1,茨城県沖,36°14.4′N,141°12.2′E,31 km,4.6,震度２
2011/03/14,03:01:17.9,長野県北部,36°56.3′N,138°35.2′E,6 km,3.4,震度２
2011/03/14,02:55:24.5,千葉県東方沖,35°14.8′N,141°13.8′E,16 km,5.7,震度２
2011/03/14,02:54:58.8,千葉県東方沖,35°23.3′N,140°29.3′E,23 km,2.8,震度２
2011/03/14,02:50:05.1,茨城県沖,36°04.5′N,141°47.4′E,39 km,4.4,震度２
2011/03/14,02:40:27.8,宮城県沖,37°56.0′N,142°34.9′E,2 km,5.1,震度２
2011/03/14,02:29:10.2,千葉県東方沖,35°45.5′N,140°51.2′E,32 km,4.8,震度３
2011/03/14,02:20:46.4,福島県沖,36°58.8′N,141°34.0′E,29 km,4.6,震度２
2011/03/14,02:08:23.6,福島県浜通り,37°11.4′N,141°00.0′E,25 km,3.9,震度２
2011/03/14,02:07:16.0,福島県沖,37°14.0′N,141°14.3′E,32 km,3.6,震度２
2011/03/14,02:04:12.7,福島県沖,37°10.9′N,141°34.8′E,25 km,4.5,震度３
2011/03/14,02:01:30.9,千葉県東方沖,35°15.4′N,141°18.1′E,23 km,5.1,震度２
2011/03/14,01:59:46.6,茨城県南部,35°45.2′N,140°50.7′E,31 km,3.7,震度２
2011/03/14,01:50:39.1,千葉県東方沖,35°47.3′N,141°03.2′E,26 km,4.2,震度２
2011/03/14,01:47:55.3,千葉県東方沖,35°16.6′N,140°36.7′E,19 km,4.2,震度２
2011/03/14,01:22:06.5,長野県北部,37°00.3′N,138°34.4′E,9 km,2.6,震度２
2011/03/14,01:15:57.3,三陸沖,39°15.9′N,142°59.0′E,0 km,4.8,震度２
2011/03/14,01:04:42.2,千葉県北東部,35°44.4′N,140°49.7′E,29 km,4.1,震度２
2011/03/14,00:56:35.5,栃木県北部,36°48.4′N,139°28.4′E,5 km,2.7,震度２
2011/03/14,00:45:12.6,岩手県沖,39°12.8′N,142°24.4′E,21 km,4.5,震度２
2011/03/14,00:27:18.3,岩手県沖,39°31.4′N,142°39.3′E,6 km,5.0,震度２
2011/03/14,00:18:01.3,長野県北部,36°56.6′N,138°35.7′E,4 km,2.4,震度２
2011/03/14,00:10:51.0,千葉県東方沖,35°33.6′N,141°04.7′E,36 km,5.1,震度３
2011/03/13,23:48:00.6,福島県沖,37°35.5′N,142°53.0′E,11 km,5.7,震度２
2011/03/13,23:44:14.8,岩手県沖,39°03.1′N,142°22.2′E,28 km,4.3,震度２
2011/03/13,23:41:19.4,三陸沖,38°19.9′N,142°52.3′E,0 km,5.1,震度２
2011/03/13,23:31:54.2,三陸沖,39°11.4′N,142°56.3′E,4 km,5.2,震度２
2011/03/13,23:28:36.4,福島県沖,36°54.7′N,141°15.7′E,43 km,4.4,震度３
2011/03/13,23:27:54.7,長野県北部,36°58.0′N,138°34.2′E,6 km,3.6,震度４
2011/03/13,23:08:50.0,千葉県東方沖,35°16.6′N,140°35.9′E,20 km,3.8,震度２
2011/03/13,23:02:15.9,岩手県沖,39°12.8′N,142°32.7′E,17 km,4.0,震度２
2011/03/13,22:43:38.6,宮城県沖,38°58.2′N,142°30.6′E,26 km,4.8,震度３
2011/03/13,22:27:38.6,福島県沖,37°23.9′N,141°19.6′E,47 km,4.0,震度２
2011/03/13,21:59:06.2,茨城県南部,35°59.2′N,140°15.4′E,40 km,3.4,震度２
2011/03/13,21:57:18.9,長野県北部,36°55.8′N,138°31.2′E,2 km,3.1,震度２
2011/03/13,21:44:28.4,福島県沖,37°18.2′N,141°51.6′E,26 km,4.8,震度３
2011/03/13,21:14:12.5,長野県北部,36°58.1′N,138°34.3′E,12 km,1.9,震度２
2011/03/13,20:56:25.7,茨城県沖,36°04.3′N,141°22.4′E,32 km,4.8,震度３
2011/03/13,20:51:29.9,新潟県中越地方,37°01.1′N,138°39.5′E,9 km,3.1,震度２
2011/03/13,20:37:27.3,福島県沖,37°23.7′N,142°26.0′E,2 km,6.1,震度３
2011/03/13,20:27:30.8,宮城県沖,38°39.1′N,142°07.2′E,44 km,4.8,震度２
2011/03/13,20:23:40.1,岐阜県飛騨地方,36°09.8′N,137°27.7′E,4 km,3.2,震度２
2011/03/13,20:07:50.7,茨城県沖,36°17.6′N,141°10.4′E,26 km,4.2,震度２
2011/03/13,19:43:09.5,宮城県沖,38°10.7′N,141°41.0′E,37 km,4.4,震度２
2011/03/13,19:08:33.9,福島県沖,37°06.8′N,141°03.6′E,55 km,3.9,震度２
2011/03/13,18:52:30.8,宮城県沖,38°48.8′N,142°07.2′E,42 km,5.6,震度３
2011/03/13,18:25:04.0,岩手県沖,39°02.4′N,142°40.3′E,10 km,5.5,震度３
2011/03/13,18:09:28.2,福島県沖,37°17.2′N,141°21.8′E,43 km,3.9,震度２
2011/03/13,18:05:11.3,茨城県沖,36°34.9′N,141°01.4′E,41 km,3.9,震度２
2011/03/13,17:41:05.5,福島県沖,37°22.1′N,141°20.0′E,21 km,3.6,震度２
2011/03/13,17:29:18.6,新潟県中越地方,37°00.7′N,138°40.0′E,9 km,2.6,震度２
2011/03/13,16:56:39.8,三陸沖,39°38.4′N,143°27.1′E,6 km,5.8,震度３
2011/03/13,16:45:16.5,福島県沖,37°23.0′N,141°21.8′E,25 km,3.6,震度２
2011/03/13,16:39:52.3,長野県北部,36°55.4′N,138°34.9′E,3 km,2.6,震度２
2011/03/13,16:26:14.8,長野県北部,36°59.3′N,138°35.9′E,3 km,1.6,震度２
2011/03/13,16:20:41.6,新潟県中越地方,36°59.3′N,138°36.2′E,0 km,1.9,震度２
2011/03/13,16:20:04.1,福島県沖,37°24.7′N,141°13.7′E,9 km,4.2,震度２
2011/03/13,16:16:06.1,福島県沖,37°37.1′N,141°44.0′E,33 km,4.0,震度２
