地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
2011/05/30,06:55:15.5,福島県会津,37°40.4′N,139°56.2′E,8 km,3.6,震度２
2011/05/30,05:50:17.2,福島県浜通り,37°07.8′N,140°50.1′E,9 km,3.3,震度２
2011/05/29,20:56:15.4,秋田県内陸南部,39°32.0′N,140°24.1′E,7 km,2.5,震度２
2011/05/29,20:41:39.3,茨城県北部,36°48.6′N,140°34.3′E,6 km,3.6,震度２
2011/05/29,20:29:47.1,苫小牧沖,42°06.9′N,141°30.2′E,88 km,3.8,震度２
2011/05/29,18:49:18.3,茨城県沖,36°25.2′N,141°00.8′E,50 km,4.1,震度２
2011/05/29,18:40:42.1,宮城県沖,38°22.0′N,141°46.2′E,54 km,4.2,震度２
2011/05/29,13:44:13.5,茨城県北部,36°52.4′N,140°41.3′E,8 km,3.6,震度２
2011/05/29,13:23:32.5,福島県浜通り,36°59.0′N,140°35.7′E,10 km,4.2,震度２
2011/05/29,12:43:37.7,千葉県北西部,35°30.3′N,140°07.7′E,22 km,3.1,震度２
2011/05/29,11:55:51.5,茨城県沖,36°34.3′N,141°03.8′E,36 km,3.8,震度２
2011/05/29,11:27:50.5,茨城県北部,36°47.9′N,140°34.0′E,17 km,3.6,震度２
2011/05/29,10:42:46.0,福島県沖,37°06.1′N,141°07.6′E,51 km,3.4,震度２
2011/05/29,09:03:07.3,岩手県沖,39°45.2′N,142°21.6′E,41 km,4.1,震度２
2011/05/29,08:51:51.9,熊本県熊本地方,33°01.8′N,130°44.5′E,12 km,3.4,震度２
2011/05/29,07:02:42.1,福島県浜通り,37°07.2′N,140°47.5′E,2 km,2.6,震度２
2011/05/29,06:04:02.2,福島県沖,37°20.5′N,141°22.1′E,48 km,3.9,震度２
2011/05/29,05:18:38.0,薩摩半島西方沖,31°37.1′N,129°35.8′E,7 km,4.3,震度３
2011/05/29,03:52:54.4,宮城県沖,38°52.8′N,142°15.3′E,46 km,4.3,震度２
2011/05/29,02:59:39.8,青森県東方沖,40°32.6′N,142°02.8′E,41 km,3.7,震度２
2011/05/29,01:36:04.3,宮城県北部,38°49.9′N,140°37.3′E,5 km,2.2,震度２
2011/05/29,00:52:29.8,大分県南部,32°53.4′N,131°41.7′E,14 km,3.3,震度２
2011/05/28,22:54:11.2,福島県浜通り,37°02.0′N,140°41.0′E,9 km,3.6,震度２
2011/05/28,20:55:14.8,宮城県沖,38°41.8′N,142°24.2′E,34 km,3.9,震度２
2011/05/28,19:03:08.9,トカラ列島近海,29°14.9′N,129°12.3′E,11 km,2.1,震度２
2011/05/28,16:43:34.1,福島県中通り,37°03.0′N,140°33.6′E,6 km,2.9,震度２
2011/05/28,16:03:23.0,熊本県熊本地方,33°01.8′N,130°44.5′E,11 km,3.1,震度２
2011/05/28,11:13:59.8,茨城県北部,36°27.5′N,140°36.2′E,56 km,4.4,震度３
2011/05/28,10:57:19.9,千葉県東方沖,35°42.3′N,140°56.8′E,11 km,4.4,震度３
2011/05/28,08:01:53.7,岩手県沖,39°47.7′N,142°08.4′E,47 km,4.5,震度３
2011/05/28,07:50:21.2,福島県浜通り,37°06.9′N,140°49.9′E,7 km,2.9,震度２
2011/05/28,07:49:32.9,福島県浜通り,37°06.9′N,140°49.9′E,8 km,2.9,震度２
2011/05/28,03:33:20.5,新潟県中越地方,37°02.4′N,138°42.6′E,8 km,3.2,震度３
2011/05/27,23:39:27.3,茨城県沖,36°25.9′N,141°07.2′E,46 km,4.3,震度２
2011/05/27,22:51:26.6,伊豆大島近海,35°01.8′N,139°27.2′E,33 km,3.4,震度２
2011/05/27,22:33:36.1,秋田県内陸南部,39°36.7′N,140°37.9′E,5 km,4.6,震度４
2011/05/27,20:51:12.5,福島県浜通り,37°07.1′N,140°50.0′E,7 km,3.0,震度２
2011/05/27,20:25:08.7,福島県浜通り,36°59.0′N,140°49.8′E,15 km,3.6,震度３
2011/05/27,19:53:03.6,秋田県内陸南部,39°27.5′N,140°22.2′E,9 km,2.4,震度３
2011/05/27,17:04:08.1,福島県中通り,37°04.4′N,140°38.7′E,15 km,4.2,震度４
2011/05/27,16:11:56.0,秋田県沿岸南部,39°30.5′N,140°15.2′E,8 km,2.6,震度２
2011/05/27,13:44:03.2,福島県沖,37°22.5′N,141°27.7′E,30 km,3.6,震度３
2011/05/27,12:34:15.3,福島県浜通り,37°06.7′N,140°49.7′E,8 km,4.7,震度４
2011/05/27,08:25:08.1,福島県浜通り,37°06.9′N,140°50.0′E,7 km,3.3,震度３
2011/05/27,08:21:41.6,福島県浜通り,37°06.8′N,140°49.6′E,8 km,3.5,震度２
2011/05/27,04:50:41.9,福島県中通り,37°05.0′N,140°37.9′E,8 km,3.6,震度２
2011/05/27,02:19:04.4,茨城県沖,36°33.6′N,141°15.1′E,46 km,4.3,震度２
2011/05/27,00:04:38.3,岩手県沖,39°04.9′N,142°23.0′E,34 km,4.2,震度２
2011/05/26,21:22:50.6,福島県浜通り,37°06.6′N,140°49.8′E,4 km,3.2,震度３
2011/05/26,20:12:50.4,茨城県北部,36°43.0′N,140°37.9′E,6 km,4.0,震度３
2011/05/26,19:56:36.2,茨城県北部,36°43.1′N,140°37.4′E,6 km,4.8,震度４
2011/05/26,19:15:54.2,福島県浜通り,37°06.6′N,140°50.1′E,7 km,3.7,震度３
2011/05/26,15:57:34.5,岩手県沖,39°38.0′N,142°05.9′E,48 km,4.1,震度３
2011/05/26,10:37:09.0,福島県沖,37°14.6′N,141°02.2′E,30 km,3.5,震度２
2011/05/26,09:48:59.2,宮城県北部,38°49.9′N,140°37.3′E,5 km,3.0,震度３
2011/05/25,23:20:51.2,千葉県東方沖,35°29.8′N,140°55.7′E,24 km,3.9,震度２
2011/05/25,17:27:52.8,宮城県沖,38°08.2′N,141°36.2′E,60 km,4.1,震度２
2011/05/25,12:47:28.4,福島県中通り,37°01.2′N,140°30.2′E,5 km,3.0,震度２
2011/05/25,09:19:15.8,茨城県南部,35°55.4′N,140°08.3′E,62 km,4.5,震度３
2011/05/25,08:03:08.6,茨城県北部,36°51.0′N,140°41.7′E,9 km,3.8,震度２
2011/05/25,07:37:53.2,福島県沖,37°26.3′N,141°30.7′E,42 km,4.3,震度３
2011/05/25,06:46:04.1,福島県浜通り,37°06.8′N,140°50.3′E,6 km,2.5,震度２
2011/05/25,05:59:00.7,福島県浜通り,37°06.9′N,140°49.9′E,8 km,3.2,震度２
2011/05/25,05:36:13.4,福島県浜通り,37°06.7′N,140°49.8′E,7 km,5.0,震度５弱
2011/05/25,05:35:13.4,福島県浜通り,37°06.4′N,140°49.9′E,7 km,3.0,震度２
2011/05/25,01:31:02.1,石川県加賀地方,36°20.8′N,136°44.8′E,8 km,3.2,震度２
2011/05/24,20:50:31.3,千葉県北西部,35°41.0′N,140°02.5′E,69 km,3.8,震度２
2011/05/24,20:49:20.3,茨城県沖,36°23.9′N,141°07.3′E,44 km,5.0,震度３
2011/05/24,19:46:14.6,秋田県内陸南部,39°36.6′N,140°38.0′E,5 km,2.8,震度２
2011/05/24,19:18:12.8,茨城県沖,36°46.8′N,141°17.3′E,36 km,4.6,震度３
2011/05/24,18:58:41.6,沖縄本島近海,27°18.3′N,128°56.5′E,42 km,3.7,震度２
2011/05/24,17:03:31.8,福島県沖,37°06.5′N,141°08.0′E,51 km,3.9,震度２
2011/05/24,14:43:30.5,十勝地方南部,42°21.4′N,143°07.4′E,50 km,4.1,震度２
2011/05/24,12:40:50.0,三陸沖,39°47.0′N,143°29.2′E,27 km,5.8,震度３
2011/05/24,10:40:13.8,茨城県北部,36°43.8′N,140°39.0′E,6 km,3.3,震度２
2011/05/24,08:56:39.3,茨城県沖,35°59.9′N,141°13.4′E,37 km,3.9,震度２
2011/05/24,06:56:44.3,福島県中通り,37°04.0′N,140°28.7′E,7 km,2.8,震度２
2011/05/24,06:55:28.2,宮城県沖,38°32.1′N,141°42.8′E,54 km,3.8,震度２
2011/05/23,23:40:22.7,宮城県沖,38°03.7′N,142°38.9′E,32 km,4.8,震度２
2011/05/23,23:07:15.7,茨城県北部,36°42.1′N,140°37.3′E,7 km,3.1,震度２
2011/05/23,18:46:50.3,福島県浜通り,37°06.7′N,140°46.4′E,6 km,2.8,震度２
2011/05/23,14:20:56.8,宮城県沖,38°11.3′N,142°09.2′E,16 km,4.8,震度２
2011/05/23,12:26:21.3,宮城県沖,38°09.8′N,141°40.9′E,51 km,3.8,震度２
2011/05/23,06:39:53.4,福島県沖,37°36.3′N,141°36.7′E,43 km,4.3,震度２
2011/05/23,01:18:12.5,熊本県熊本地方,33°01.5′N,130°43.3′E,12 km,3.5,震度２
2011/05/22,23:46:10.2,福島県沖,37°35.0′N,143°27.4′E,45 km,5.6,震度２
2011/05/22,20:06:55.9,福島県沖,37°34.9′N,142°03.5′E,27 km,4.7,震度２
2011/05/22,17:33:37.2,三陸沖,39°07.1′N,143°00.6′E,21 km,4.7,震度２
2011/05/22,07:32:36.9,福島県浜通り,37°02.9′N,140°58.8′E,53 km,3.9,震度２
2011/05/22,07:06:27.4,千葉県北東部,35°43.7′N,140°38.6′E,48 km,5.5,震度４
2011/05/22,04:51:10.3,福島県浜通り,37°08.3′N,140°47.3′E,4 km,2.7,震度２
2011/05/22,02:45:01.7,根室地方北部,43°30.8′N,144°50.8′E,143 km,4.0,震度２
2011/05/22,02:17:22.2,福島県会津,36°56.9′N,139°25.3′E,4 km,3.9,震度３
2011/05/22,00:03:10.5,茨城県沖,36°32.5′N,140°52.4′E,51 km,4.1,震度３
2011/05/21,19:42:28.0,宮城県沖,38°41.9′N,142°12.4′E,40 km,4.4,震度２
2011/05/21,19:24:44.2,福島県沖,37°11.1′N,141°28.3′E,48 km,4.4,震度３
2011/05/21,17:51:47.5,茨城県南部,36°00.5′N,140°23.5′E,55 km,3.6,震度２
2011/05/21,15:25:38.2,滋賀県北部,35°22.4′N,135°53.3′E,15 km,3.4,震度２
2011/05/21,14:35:24.4,岩手県沖,39°05.6′N,142°26.1′E,30 km,4.4,震度２
2011/05/21,12:40:45.7,福島県沖,37°05.3′N,141°09.3′E,51 km,4.0,震度３
2011/05/21,11:16:42.7,福島県浜通り,37°08.5′N,140°47.3′E,3 km,2.7,震度２
2011/05/21,05:22:30.0,福島県中通り,36°53.2′N,140°32.4′E,7 km,3.5,震度２
2011/05/21,05:20:51.7,千葉県東方沖,35°49.1′N,140°54.4′E,29 km,3.5,震度２
2011/05/21,01:04:44.6,神奈川県西部,35°29.2′N,139°08.0′E,17 km,3.8,震度３
2011/05/20,20:42:16.3,宮城県沖,38°10.8′N,141°42.0′E,51 km,3.9,震度２
2011/05/20,20:16:03.7,茨城県沖,36°19.4′N,141°02.9′E,45 km,3.9,震度２
2011/05/20,17:53:03.9,茨城県南部,35°59.3′N,140°05.3′E,64 km,4.6,震度４
2011/05/20,16:28:46.4,福島県沖,37°27.1′N,141°29.0′E,41 km,5.2,震度４
2011/05/20,13:48:03.0,茨城県北部,36°41.0′N,140°33.5′E,3 km,3.4,震度２
2011/05/20,12:50:19.2,福島県沖,37°04.1′N,141°10.1′E,50 km,3.9,震度２
2011/05/20,09:46:15.4,千葉県東方沖,35°48.0′N,141°10.5′E,36 km,5.8,震度４
2011/05/20,09:10:10.7,宮城県沖,37°48.5′N,142°03.6′E,33 km,4.4,震度２
2011/05/20,04:41:59.8,福島県沖,37°13.7′N,141°08.2′E,13 km,3.8,震度２
2011/05/20,04:30:25.7,陸奥湾,41°09.2′N,140°52.3′E,11 km,3.0,震度２
2011/05/19,23:01:46.6,宮城県沖,38°37.3′N,141°53.4′E,47 km,3.8,震度２
2011/05/19,22:42:26.2,茨城県北部,36°42.0′N,140°37.8′E,6 km,3.2,震度３
2011/05/19,21:12:18.2,茨城県沖,35°59.4′N,141°05.8′E,34 km,4.1,震度２
2011/05/19,18:58:24.7,茨城県沖,36°42.8′N,141°02.2′E,48 km,3.7,震度２
2011/05/19,18:12:43.7,福島県沖,37°10.3′N,142°50.8′E,42 km,5.5,震度２
2011/05/19,17:32:49.1,宮城県沖,38°19.7′N,141°46.5′E,60 km,4.8,震度３
2011/05/19,12:41:48.4,青森県東方沖,40°54.5′N,142°07.5′E,52 km,3.8,震度２
2011/05/19,12:12:31.9,青森県東方沖,41°34.0′N,142°03.8′E,62 km,3.6,震度２
2011/05/19,05:39:27.9,宮城県沖,38°24.1′N,141°46.5′E,58 km,4.1,震度２
2011/05/18,22:32:43.3,福島県浜通り,36°55.8′N,140°42.1′E,8 km,4.3,震度２
2011/05/18,20:48:27.7,茨城県沖,36°35.8′N,140°58.4′E,48 km,4.2,震度２
2011/05/18,20:16:41.5,宮城県沖,38°24.3′N,142°07.5′E,31 km,4.0,震度２
2011/05/18,19:21:08.0,茨城県北部,36°42.1′N,140°37.8′E,5 km,2.8,震度２
2011/05/18,18:11:21.1,宮城県沖,38°12.5′N,141°36.8′E,60 km,3.9,震度２
2011/05/18,16:23:56.2,福島県沖,37°13.2′N,141°23.6′E,48 km,4.2,震度４
2011/05/18,11:37:12.9,宮城県中部,38°19.3′N,140°41.7′E,13 km,3.1,震度２
2011/05/18,08:36:13.9,岩手県沖,39°14.0′N,142°22.6′E,31 km,4.0,震度２
2011/05/18,07:53:40.1,茨城県沖,36°12.9′N,141°00.3′E,36 km,3.5,震度２
2011/05/18,04:34:30.0,茨城県北部,36°52.5′N,140°41.1′E,9 km,3.9,震度２
2011/05/17,22:41:01.0,茨城県北部,36°16.1′N,140°27.3′E,52 km,4.0,震度３
2011/05/17,19:54:06.3,新潟県中越地方,37°02.5′N,138°42.4′E,11 km,2.0,震度２
2011/05/17,19:40:02.7,山梨県中・西部,35°20.5′N,138°31.3′E,19 km,2.6,震度２
2011/05/17,16:49:00.0,千葉県東方沖,35°50.6′N,140°56.0′E,32 km,3.5,震度２
2011/05/17,13:54:48.0,岩手県沖,39°16.4′N,142°14.9′E,42 km,3.9,震度２
2011/05/17,10:03:03.7,福島県沖,37°45.6′N,141°01.2′E,18 km,4.0,震度３
2011/05/17,07:38:15.2,福島県沖,37°16.6′N,141°23.3′E,47 km,3.1,震度２
2011/05/17,07:32:23.7,長野県北部,36°56.8′N,138°35.5′E,4 km,2.3,震度２
2011/05/17,07:14:21.7,青森県東方沖,41°32.9′N,142°04.3′E,64 km,4.2,震度２
2011/05/17,06:14:05.8,宮城県沖,38°09.4′N,141°44.8′E,55 km,4.2,震度２
2011/05/17,03:05:02.8,富山県東部,36°28.7′N,137°38.3′E,2 km,4.5,震度２
2011/05/17,00:53:32.7,福島県沖,37°22.6′N,141°17.8′E,35 km,4.6,震度４
2011/05/16,18:05:59.3,福島県沖,37°18.3′N,141°32.1′E,32 km,4.1,震度２
2011/05/16,17:30:03.0,福島県沖,37°15.3′N,141°21.2′E,49 km,3.9,震度２
2011/05/16,12:20:46.7,岩手県沖,39°06.6′N,142°07.9′E,45 km,3.7,震度２
2011/05/16,08:27:47.1,新潟県中越地方,36°58.3′N,138°36.2′E,6 km,2.0,震度２
2011/05/16,07:23:14.0,新潟県中越地方,36°58.4′N,138°36.5′E,5 km,2.2,震度２
2011/05/16,06:58:18.0,千葉県北東部,35°51.9′N,140°37.3′E,52 km,3.8,震度２
2011/05/16,04:07:40.9,宮城県沖,38°37.7′N,141°56.0′E,48 km,4.7,震度３
2011/05/16,03:45:25.9,福島県中通り,37°02.4′N,140°18.2′E,3 km,2.8,震度２
2011/05/15,22:51:10.2,福島県沖,37°24.7′N,141°23.3′E,28 km,3.7,震度２
2011/05/15,22:03:32.9,新潟県中越地方,36°58.7′N,138°37.9′E,9 km,3.0,震度２
2011/05/15,21:32:58.4,岩手県沖,39°45.9′N,142°43.8′E,31 km,4.7,震度２
2011/05/15,21:14:20.7,福島県沖,37°17.2′N,142°33.3′E,68 km,5.3,震度３
2011/05/15,19:25:14.4,福島県沖,37°04.2′N,142°29.5′E,6 km,5.1,震度２
2011/05/15,18:56:38.5,宮城県沖,38°19.9′N,141°43.4′E,52 km,3.7,震度２
2011/05/15,16:56:45.2,福島県会津,37°42.4′N,139°55.7′E,7 km,3.7,震度３
2011/05/15,16:03:30.5,福島県浜通り,37°06.5′N,140°47.1′E,9 km,3.5,震度２
2011/05/15,14:19:43.4,十勝地方中部,42°39.9′N,143°00.7′E,106 km,3.5,震度２
2011/05/15,13:12:16.8,宮城県沖,38°08.9′N,141°43.7′E,55 km,3.9,震度２
2011/05/15,08:50:48.1,福島県沖,37°39.3′N,141°34.9′E,48 km,5.1,震度３
2011/05/15,07:30:27.4,根室半島南東沖,42°51.2′N,146°18.7′E,48 km,5.0,震度３
2011/05/15,01:45:11.0,宮城県沖,38°51.4′N,142°04.8′E,42 km,3.9,震度２
2011/05/15,00:01:43.4,福島県沖,37°24.6′N,141°19.0′E,28 km,4.6,震度３
2011/05/14,23:49:08.6,福島県沖,37°09.0′N,141°21.8′E,48 km,3.9,震度２
2011/05/14,22:46:50.4,茨城県北部,36°41.5′N,140°36.5′E,5 km,3.8,震度２
2011/05/14,19:11:35.1,宮城県沖,38°36.0′N,142°09.8′E,35 km,4.1,震度２
2011/05/14,11:07:07.6,秋田県内陸南部,39°31.1′N,140°26.5′E,10 km,2.7,震度２
2011/05/14,09:25:12.8,福島県沖,37°17.8′N,141°36.6′E,45 km,4.3,震度２
2011/05/14,08:43:06.0,福島県会津,37°42.3′N,139°55.8′E,8 km,3.1,震度２
2011/05/14,08:40:38.9,福島県沖,37°18.0′N,141°37.3′E,44 km,4.4,震度２
2011/05/14,08:35:50.9,福島県沖,37°19.6′N,141°37.7′E,41 km,5.9,震度４
2011/05/14,06:49:25.2,茨城県沖,35°57.4′N,141°06.2′E,29 km,4.7,震度３
2011/05/14,04:51:47.0,福島県沖,37°03.2′N,141°21.7′E,31 km,4.0,震度２
2011/05/14,01:28:03.3,茨城県北部,36°44.3′N,140°35.4′E,6 km,4.3,震度３
2011/05/13,22:54:39.0,千葉県東方沖,35°48.0′N,140°59.5′E,27 km,4.0,震度２
2011/05/13,22:51:11.0,千葉県東方沖,35°48.4′N,140°59.8′E,28 km,4.2,震度２
2011/05/13,17:26:49.7,福島県沖,36°51.9′N,141°03.3′E,49 km,4.0,震度２
2011/05/13,17:19:41.9,福島県浜通り,37°05.5′N,140°42.2′E,6 km,3.5,震度２
2011/05/13,10:17:42.4,福島県浜通り,37°05.4′N,140°50.0′E,7 km,2.8,震度２
2011/05/13,08:35:55.4,茨城県南部,36°09.9′N,140°05.8′E,50 km,3.9,震度２
2011/05/13,07:36:08.4,茨城県北部,36°40.1′N,140°35.8′E,6 km,3.6,震度３
2011/05/13,05:52:09.7,千葉県北西部,35°39.6′N,140°03.6′E,70 km,4.1,震度２
2011/05/13,01:20:59.3,岩手県沖,39°39.8′N,142°08.3′E,49 km,4.7,震度３
2011/05/13,00:48:03.2,福島県浜通り,37°05.9′N,140°49.7′E,7 km,2.9,震度２
2011/05/13,00:26:15.2,茨城県沖,36°17.8′N,141°01.7′E,46 km,4.3,震度２
2011/05/12,21:41:22.6,宮城県沖,38°22.4′N,141°52.1′E,65 km,3.8,震度２
2011/05/12,18:51:24.3,福島県浜通り,37°00.1′N,140°47.6′E,10 km,3.7,震度２
2011/05/12,14:57:15.7,福島県会津,37°44.5′N,139°55.4′E,9 km,3.2,震度２
2011/05/12,04:20:54.5,埼玉県秩父地方,36°07.9′N,138°58.4′E,131 km,3.9,震度２
2011/05/12,03:21:48.0,宮城県沖,38°31.7′N,141°48.8′E,50 km,4.6,震度３
2011/05/12,03:20:15.4,千葉県北東部,35°43.0′N,140°35.7′E,47 km,3.5,震度２
2011/05/12,02:46:20.3,和歌山県北部,34°11.7′N,135°10.5′E,6 km,3.5,震度３
2011/05/12,01:40:00.1,福島県沖,37°34.8′N,141°35.9′E,47 km,3.9,震度２
2011/05/11,23:08:51.4,福島県中通り,37°02.3′N,140°29.9′E,6 km,2.6,震度２
2011/05/11,21:19:06.5,青森県三八上北地方,40°29.6′N,141°07.1′E,11 km,3.0,震度２
2011/05/11,21:16:29.8,千葉県東方沖,35°48.9′N,140°55.1′E,29 km,3.4,震度２
2011/05/11,20:52:42.0,新潟県中越地方,36°58.3′N,138°38.3′E,8 km,3.0,震度２
2011/05/11,19:23:37.9,福島県中通り,37°06.1′N,140°36.5′E,12 km,3.4,震度２
2011/05/11,13:51:47.2,茨城県北部,36°41.5′N,140°37.2′E,4 km,3.4,震度２
2011/05/11,11:00:49.2,福島県浜通り,37°08.3′N,140°47.1′E,6 km,3.4,震度３
2011/05/11,09:50:49.6,宮城県沖,38°10.4′N,141°40.8′E,51 km,3.9,震度２
2011/05/11,07:15:03.7,福島県中通り,37°01.8′N,140°37.2′E,6 km,3.3,震度２
2011/05/11,05:24:15.3,千葉県東方沖,35°40.4′N,141°00.7′E,23 km,4.7,震度３
2011/05/11,04:58:10.8,宮城県沖,38°54.8′N,141°56.2′E,51 km,4.0,震度２
2011/05/11,04:22:25.1,千葉県東方沖,35°47.2′N,140°58.9′E,13 km,4.2,震度２
2011/05/11,03:24:17.6,宮城県沖,38°17.8′N,141°52.9′E,47 km,4.2,震度３
2011/05/11,03:09:58.5,福島県浜通り,37°06.5′N,140°46.0′E,5 km,2.9,震度２
2011/05/11,02:02:15.6,千葉県東方沖,35°40.4′N,140°50.6′E,28 km,4.1,震度２
2011/05/11,01:42:38.7,茨城県北部,36°38.3′N,140°36.4′E,5 km,2.6,震度２
2011/05/11,00:22:39.7,茨城県沖,36°43.5′N,140°55.7′E,52 km,3.7,震度２
2011/05/10,23:13:59.3,和歌山県北部,34°12.2′N,135°11.6′E,5 km,2.8,震度２
2011/05/10,23:01:53.4,和歌山県北部,34°11.9′N,135°11.1′E,5 km,4.2,震度４
2011/05/10,23:01:47.3,和歌山県北部,34°11.9′N,135°11.1′E,5 km,1.9,震度２
2011/05/10,22:26:31.7,福島県浜通り,37°06.7′N,140°46.0′E,5 km,2.6,震度２
2011/05/10,22:09:30.6,和歌山県北部,34°11.8′N,135°10.9′E,5 km,3.4,震度２
2011/05/10,19:14:38.8,茨城県沖,36°13.5′N,141°51.7′E,58 km,5.4,震度３
2011/05/10,18:02:39.4,宮崎県北部平野部,32°14.4′N,131°17.1′E,63 km,3.3,震度２
2011/05/10,10:35:54.5,茨城県北部,36°42.7′N,140°35.8′E,9 km,3.1,震度２
2011/05/10,08:58:06.7,茨城県北部,36°45.0′N,140°35.0′E,7 km,3.2,震度２
2011/05/10,08:52:42.2,茨城県沖,36°14.4′N,141°03.2′E,40 km,3.9,震度２
2011/05/10,08:38:22.7,茨城県北部,36°41.9′N,140°38.2′E,6 km,4.5,震度４
2011/05/10,05:15:53.8,福島県沖,37°47.7′N,143°37.0′E,45 km,5.6,震度２
2011/05/10,00:45:55.0,岩手県内陸南部,39°26.3′N,141°17.3′E,5 km,2.9,震度２
2011/05/10,00:38:14.2,新潟県中越地方,37°01.5′N,138°41.8′E,7 km,2.7,震度２
2011/05/09,21:08:17.6,茨城県沖,36°27.9′N,141°04.7′E,23 km,4.4,震度２
2011/05/09,19:53:20.0,茨城県沖,36°32.3′N,140°51.3′E,52 km,4.0,震度３
2011/05/09,12:09:30.4,福島県浜通り,37°06.7′N,140°50.3′E,9 km,2.9,震度２
2011/05/09,11:26:41.0,福島県沖,36°57.4′N,141°32.5′E,43 km,4.3,震度２
2011/05/09,09:00:58.9,茨城県北部,36°48.3′N,140°34.8′E,5 km,3.8,震度２
2011/05/09,08:44:56.3,福島県中通り,37°05.4′N,140°35.8′E,6 km,2.8,震度２
2011/05/09,08:03:58.5,福島県浜通り,36°54.9′N,140°40.5′E,10 km,3.7,震度２
2011/05/09,06:28:31.5,茨城県沖,36°19.1′N,140°48.4′E,53 km,3.3,震度２
2011/05/09,04:59:30.9,岐阜県飛騨地方,35°58.8′N,137°18.3′E,7 km,2.9,震度２
2011/05/09,04:22:55.5,宮城県沖,38°23.9′N,141°59.1′E,48 km,3.8,震度２
2011/05/09,02:15:48.0,福島県浜通り,37°06.6′N,140°46.1′E,5 km,2.5,震度２
2011/05/09,00:20:45.6,福島県浜通り,36°58.9′N,140°46.6′E,12 km,4.1,震度２
2011/05/08,20:49:52.0,宮城県沖,38°17.8′N,141°40.1′E,52 km,3.9,震度２
2011/05/08,19:42:53.7,福島県沖,37°39.0′N,141°35.3′E,46 km,4.7,震度３
2011/05/08,14:01:48.1,茨城県北部,36°53.4′N,140°40.3′E,8 km,3.7,震度２
2011/05/08,13:53:42.3,福島県沖,37°01.3′N,141°05.0′E,51 km,4.4,震度３
2011/05/08,13:13:41.2,福島県沖,37°26.3′N,141°16.5′E,28 km,3.4,震度２
2011/05/08,11:56:12.7,長野県南部,35°50.9′N,137°39.1′E,10 km,3.1,震度２
2011/05/08,07:11:07.1,福島県浜通り,37°06.5′N,140°46.4′E,4 km,4.5,震度３
2011/05/08,06:24:00.4,福島県沖,37°20.3′N,141°36.0′E,44 km,4.3,震度２
2011/05/08,05:52:20.3,岩手県沖,40°14.6′N,142°30.0′E,34 km,5.7,震度４
2011/05/08,05:03:07.2,宮城県沖,38°48.8′N,141°41.8′E,78 km,4.1,震度２
2011/05/07,23:31:04.2,千葉県東方沖,35°43.5′N,140°54.9′E,13 km,3.8,震度２
2011/05/07,23:25:42.2,宮城県沖,38°23.4′N,141°58.7′E,47 km,4.0,震度２
2011/05/07,22:00:26.1,紀伊水道,33°51.5′N,134°40.9′E,38 km,3.6,震度２
2011/05/07,21:47:38.1,紀伊水道,33°51.3′N,134°41.1′E,39 km,4.0,震度３
2011/05/07,20:24:51.0,茨城県沖,36°43.1′N,141°06.6′E,24 km,4.2,震度２
2011/05/07,14:16:36.6,長野県北部,36°49.6′N,138°40.9′E,2 km,3.7,震度２
2011/05/07,13:34:53.9,福島県会津,37°44.7′N,139°55.9′E,8 km,4.6,震度４
2011/05/07,10:12:23.1,福島県浜通り,37°06.4′N,140°52.1′E,8 km,2.8,震度２
2011/05/06,23:15:16.7,福島県浜通り,36°56.1′N,140°39.2′E,7 km,3.8,震度２
2011/05/06,20:52:14.2,秋田県内陸南部,39°33.3′N,140°27.0′E,9 km,3.6,震度３
2011/05/06,18:00:15.1,佐渡付近,37°42.6′N,138°06.8′E,18 km,4.2,震度３
2011/05/06,16:56:12.5,宮城県沖,38°20.5′N,141°43.6′E,51 km,4.1,震度３
2011/05/06,15:43:53.9,宮城県沖,38°24.8′N,142°12.2′E,36 km,4.2,震度２
2011/05/06,14:14:56.9,岩手県沖,39°04.6′N,142°13.8′E,44 km,4.7,震度３
2011/05/06,08:21:22.4,沖縄本島近海,26°04.9′N,128°40.3′E,35 km,5.6,震度２
2011/05/06,07:46:50.6,茨城県沖,36°33.9′N,141°49.4′E,44 km,4.1,震度２
2011/05/06,07:36:57.1,福島県中通り,37°00.9′N,140°30.3′E,6 km,4.0,震度３
2011/05/06,06:55:25.9,福島県沖,37°23.8′N,141°17.2′E,34 km,3.8,震度２
2011/05/06,03:32:07.5,福島県会津,37°43.7′N,139°55.8′E,8 km,3.4,震度３
2011/05/06,03:06:48.4,茨城県北部,36°43.0′N,140°36.4′E,7 km,3.5,震度３
2011/05/06,02:35:24.2,福島県浜通り,37°05.7′N,140°48.2′E,6 km,3.0,震度２
2011/05/06,02:04:27.3,福島県浜通り,37°05.9′N,140°48.5′E,6 km,5.2,震度５弱
2011/05/05,23:58:19.1,三陸沖,38°12.7′N,144°07.1′E,42 km,6.1,震度３
2011/05/05,23:33:14.2,福島県沖,37°10.5′N,141°07.2′E,33 km,3.9,震度２
2011/05/05,22:23:39.4,宮城県沖,38°53.0′N,141°59.1′E,50 km,3.9,震度２
2011/05/05,20:02:11.7,福島県沖,36°57.4′N,141°04.0′E,51 km,3.9,震度２
