地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
2010/05/16,20:26:10.0,奄美大島北西沖,28°47.0′N,128°31.5′E,11 km,4.6,震度２
2010/05/15,20:46:52.0,長野県南部,35°54.2′N,137°37.4′E,7 km,3.2,震度２
2010/05/15,18:24:37.6,岐阜県飛騨地方,36°13.9′N,136°55.1′E,8 km,3.1,震度２
2010/05/15,01:44:30.1,鳥取県西部,35°13.2′N,133°24.4′E,9 km,2.9,震度２
2010/05/14,16:52:45.5,新島・神津島近海,34°26.9′N,139°12.3′E,10 km,2.5,震度２
2010/05/14,14:34:36.1,和歌山県南部,34°00.6′N,135°34.7′E,50 km,3.7,震度２
2010/05/13,20:01:14.2,伊予灘,33°24.4′N,131°39.8′E,90 km,4.7,震度３
2010/05/11,22:37:01.0,安芸灘,33°52.3′N,132°37.9′E,45 km,3.9,震度２
2010/05/11,19:30:11.9,新潟県下越地方,38°02.6′N,139°28.1′E,13 km,3.3,震度２
2010/05/11,18:18:04.2,新潟県下越地方,38°02.4′N,139°28.0′E,12 km,3.9,震度３
2010/05/11,17:12:11.9,新潟県中越地方,37°23.7′N,138°56.5′E,11 km,3.6,震度２
2010/05/11,02:14:01.6,宮古島近海,24°49.3′N,125°23.0′E,50 km,4.4,震度３
2010/05/10,22:09:15.8,宮城県北部,38°48.5′N,140°49.0′E,5 km,3.0,震度２
2010/05/10,09:25:20.7,大分県南部,32°55.4′N,132°00.1′E,16 km,3.5,震度２
2010/05/09,13:33:07.0,東京都２３区,35°40.5′N,139°39.6′E,27 km,3.8,震度３
2010/05/08,20:27:25.7,山梨県中・西部,35°16.5′N,138°27.1′E,18 km,2.9,震度２
2010/05/07,04:38:23.8,茨城県沖,36°25.8′N,140°41.2′E,53 km,3.9,震度２
2010/05/06,20:17:42.1,新潟県上中越沖,37°32.3′N,138°38.1′E,16 km,3.1,震度２
2010/05/05,10:59:20.7,千葉県東方沖,35°41.2′N,140°41.5′E,22 km,3.4,震度２
2010/05/04,10:18:11.5,福島県会津,37°12.8′N,139°32.1′E,5 km,2.3,震度２
2010/05/03,19:27:44.7,鳥島近海,29°43.6′N,141°29.4′E,65 km,6.1,震度２
2010/05/03,00:02:57.7,秋田県沖,39°53.2′N,139°56.2′E,17 km,3.3,震度２
2010/05/02,08:59:14.6,茨城県沖,36°39.9′N,141°14.6′E,46 km,4.4,震度２
2010/05/01,18:20:37.2,新潟県中越地方,37°33.5′N,139°11.4′E,9 km,4.9,震度４
2010/04/30,22:30:58.2,高知県中部,33°40.9′N,133°45.4′E,6 km,3.0,震度２
2010/04/30,19:33:37.4,群馬県南部,36°18.0′N,139°08.8′E,15 km,4.1,震度３
2010/04/30,07:50:21.0,京都府北部,35°40.2′N,135°02.1′E,10 km,3.6,震度３
2010/04/29,17:01:00.5,茨城県沖,36°41.8′N,141°14.8′E,45 km,4.5,震度２
2010/04/29,07:21:48.9,茨城県沖,36°25.6′N,140°41.6′E,52 km,4.2,震度３
2010/04/27,08:23:49.4,三重県南東沖,33°44.8′N,137°04.6′E,377 km,5.2,震度２
2010/04/26,11:59:49.5,石垣島南方沖,22°12.6′N,123°49.5′E,50 km,6.6,震度２
2010/04/26,06:22:47.9,宮城県沖,37°59.4′N,142°23.6′E,76 km,5.1,震度３
2010/04/26,05:43:58.5,宮古島近海,24°47.1′N,125°00.6′E,53 km,5.1,震度２
2010/04/26,01:16:30.7,渡島地方西部,41°29.2′N,140°11.6′E,7 km,2.5,震度２
2010/04/24,20:17:38.2,宮城県北部,38°38.2′N,140°37.2′E,11 km,3.7,震度２
2010/04/22,21:45:20.4,千葉県北西部,35°39.0′N,140°05.1′E,67 km,3.6,震度２
2010/04/21,00:40:48.4,和歌山県北部,34°13.5′N,135°09.0′E,6 km,2.7,震度２
2010/04/18,23:14:54.5,和歌山県北部,34°12.0′N,135°14.5′E,5 km,3.3,震度２
2010/04/18,16:33:45.7,福島県沖,37°23.0′N,141°46.7′E,40 km,4.2,震度２
2010/04/18,05:15:27.4,岩手県内陸北部,40°10.0′N,141°07.5′E,7 km,2.6,震度２
2010/04/17,06:12:39.3,千葉県北西部,35°37.4′N,140°09.0′E,70 km,3.4,震度２
2010/04/17,05:34:57.5,愛媛県南予,33°34.3′N,132°30.8′E,43 km,4.3,震度３
2010/04/16,21:32:07.9,茨城県沖,36°35.6′N,141°04.5′E,46 km,3.9,震度２
2010/04/16,16:38:15.0,新潟県下越地方,38°02.4′N,139°28.6′E,12 km,4.6,震度４
2010/04/16,16:17:20.4,新潟県下越地方,38°02.3′N,139°28.6′E,13 km,3.2,震度２
2010/04/13,02:35:54.3,沖縄本島近海,26°19.4′N,127°21.0′E,45 km,4.2,震度２
2010/04/12,07:02:46.1,高知県東部,33°38.2′N,134°02.2′E,13 km,3.2,震度２
2010/04/11,22:02:12.0,奄美大島北東沖,29°33.1′N,130°29.9′E,33 km,4.9,震度２
2010/04/10,16:41:05.0,安芸灘,33°50.8′N,132°32.6′E,44 km,3.9,震度２
2010/04/09,06:27:01.2,宮城県北部,38°47.4′N,140°47.9′E,3 km,3.0,震度２
2010/04/09,03:41:49.3,釧路沖,42°55.0′N,144°43.3′E,57 km,4.8,震度４
2010/04/04,17:35:40.4,根室半島南東沖,43°15.4′N,146°13.9′E,80 km,4.0,震度２
2010/04/04,07:54:20.5,長野県南部,35°49.6′N,137°35.3′E,5 km,2.6,震度２
2010/04/03,20:39:49.9,広島県北部,35°02.8′N,133°05.0′E,7 km,3.5,震度２
2010/03/31,06:18:34.5,茨城県沖,36°25.3′N,140°38.7′E,55 km,4.6,震度４
2010/03/30,10:02:51.1,北海道南西沖,43°11.5′N,138°34.7′E,25 km,5.8,震度３
2010/03/29,20:18:02.6,紀伊水道,34°11.9′N,135°09.7′E,6 km,3.6,震度３
2010/03/29,10:29:26.5,茨城県南部,36°02.1′N,139°52.9′E,43 km,4.3,震度３
2010/03/28,05:02:34.4,八丈島東方沖,33°30.3′N,140°55.4′E,50 km,4.7,震度２
2010/03/28,03:40:05.9,広島県南東部,34°31.2′N,133°21.1′E,14 km,3.5,震度２
2010/03/27,10:29:15.9,和歌山県北部,34°02.2′N,135°16.1′E,5 km,2.5,震度２
2010/03/25,10:33:01.6,熊本県熊本地方,32°49.5′N,130°56.9′E,5 km,2.7,震度２
2010/03/24,10:50:20.8,長野県南部,35°48.7′N,137°42.3′E,6 km,2.6,震度２
2010/03/24,00:46:57.5,日向灘,32°29.1′N,131°54.9′E,36 km,4.0,震度２
2010/03/22,12:21:58.7,宮城県北部,38°47.3′N,140°45.3′E,4 km,3.2,震度２
2010/03/21,13:20:49.1,和歌山県北部,33°58.3′N,135°11.3′E,9 km,3.8,震度３
2010/03/21,01:19:00.0,和歌山県北部,34°12.1′N,135°13.4′E,5 km,3.2,震度２
2010/03/21,01:08:01.6,大分県西部,33°06.7′N,131°11.9′E,5 km,3.2,震度２
2010/03/19,19:27:31.8,茨城県北部,36°38.9′N,140°23.9′E,72 km,3.8,震度３
2010/03/18,13:55:38.9,新島・神津島近海,34°15.5′N,139°09.7′E,8 km,2.8,震度２
2010/03/17,19:29:04.6,釧路地方中南部,43°04.5′N,145°00.8′E,61 km,4.1,震度２
2010/03/16,07:30:31.9,千葉県北西部,35°40.4′N,140°07.8′E,68 km,4.5,震度３
2010/03/14,17:08:04.1,福島県沖,37°43.4′N,141°49.0′E,40 km,6.7,震度５弱
2010/03/14,10:59:19.0,苫小牧沖,41°58.6′N,141°19.4′E,94 km,4.3,震度２
2010/03/14,00:15:31.5,徳島県南部,33°47.9′N,134°16.3′E,34 km,3.3,震度２
2010/03/13,21:46:26.7,福島県沖,37°36.8′N,141°28.3′E,78 km,5.5,震度４
2010/03/12,23:12:06.0,高知県中部,33°38.5′N,133°10.1′E,36 km,3.7,震度２
2010/03/12,16:08:37.6,茨城県南部,36°03.0′N,139°53.1′E,44 km,4.2,震度２
2010/03/11,04:21:22.1,岩手県沖,39°29.0′N,142°10.9′E,86 km,4.0,震度２
2010/03/08,16:06:08.7,宮城県南部,38°03.4′N,140°40.0′E,8 km,2.9,震度２
2010/03/07,22:35:00.5,兵庫県南東部,34°46.3′N,134°50.1′E,12 km,3.6,震度２
2010/03/07,15:58:52.6,鹿児島県薩摩地方,32°11.7′N,130°11.9′E,13 km,3.1,震度２
2010/03/07,14:25:05.2,和歌山県南部,33°54.4′N,135°24.3′E,53 km,3.3,震度２
2010/03/06,22:31:11.0,北海道東方沖,43°53.0′N,147°37.0′E,6 km,5.5,震度３
2010/03/06,08:51:59.3,橘湾,32°39.5′N,130°03.7′E,15 km,2.9,震度２
2010/03/05,21:51:53.5,沖縄本島近海,27°25.4′N,128°36.1′E,44 km,4.4,震度２
2010/03/05,17:01:28.0,沖縄本島近海,26°41.8′N,127°29.3′E,62 km,3.8,震度２
2010/03/05,06:49:56.3,三宅島近海,33°55.9′N,139°25.2′E,20 km,4.6,震度２
2010/03/01,07:07:46.6,秋田県内陸南部,39°23.4′N,140°36.5′E,118 km,4.9,震度３
2010/02/28,19:32:22.1,沖縄本島近海,26°26.9′N,128°28.6′E,19 km,4.4,震度２
2010/02/28,07:22:18.4,新島・神津島近海,34°17.3′N,139°10.9′E,13 km,1.8,震度２
2010/02/27,05:31:25.9,沖縄本島近海,25°55.1′N,128°40.8′E,37 km,7.2,震度５弱
2010/02/26,10:07:57.3,与那国島近海,23°40.2′N,122°48.5′E,50 km,5.7,震度２
2010/02/25,08:34:57.8,東京都多摩東部,35°39.0′N,139°31.6′E,27 km,3.3,震度３
2010/02/23,22:03:25.2,岐阜県美濃中西部,35°41.5′N,136°22.9′E,12 km,3.5,震度２
2010/02/22,18:52:52.3,茨城県北部,36°27.1′N,140°34.6′E,56 km,4.4,震度３
2010/02/22,14:21:04.4,与那国島近海,23°59.8′N,122°54.6′E,32 km,5.6,震度２
2010/02/22,13:48:03.4,大分県中部,33°11.7′N,131°24.8′E,9 km,3.3,震度２
2010/02/21,18:14:26.7,和歌山県北部,33°48.6′N,135°19.3′E,47 km,3.5,震度２
2010/02/21,11:49:44.8,伊予灘,33°49.5′N,132°18.4′E,13 km,4.5,震度４
2010/02/21,09:56:56.7,福島県沖,37°30.6′N,141°34.1′E,45 km,4.8,震度３
2010/02/18,10:13:16.4,ウラジオストク付近,42°37.2′N,131°03.8′E,619 km,6.8,震度２
2010/02/18,06:19:12.2,トカラ列島近海,29°58.7′N,129°55.4′E,7 km,3.2,震度３
2010/02/18,05:32:47.1,トカラ列島近海,29°57.8′N,129°54.5′E,15 km,2.3,震度２
2010/02/18,00:14:28.8,トカラ列島近海,29°58.5′N,129°55.4′E,9 km,2.2,震度２
2010/02/17,04:59:30.5,千葉県南東沖,34°57.0′N,140°05.2′E,83 km,4.7,震度３
2010/02/16,07:33:57.9,京都府南部,34°55.1′N,135°34.2′E,11 km,3.6,震度３
2010/02/16,05:01:33.6,新島・神津島近海,34°29.0′N,139°18.6′E,13 km,2.4,震度２
2010/02/12,00:55:21.2,岐阜県美濃東部,35°17.5′N,137°27.8′E,11 km,2.8,震度２
2010/02/07,19:33:52.6,石川県能登地方,37°21.7′N,136°57.4′E,11 km,4.0,震度４
2010/02/07,15:10:00.2,石垣島近海,23°19.2′N,123°41.6′E,54 km,6.5,震度３
2010/02/05,22:44:46.2,岩手県内陸南部,39°09.6′N,140°51.0′E,7 km,3.3,震度２
2010/02/05,08:39:20.7,釧路沖,42°59.3′N,145°25.2′E,47 km,3.9,震度２
2010/02/04,21:24:15.5,秋田県内陸南部,39°44.3′N,140°37.7′E,151 km,4.6,震度２
2010/02/03,23:02:10.8,山形県村山地方,38°27.6′N,140°11.5′E,11 km,3.5,震度２
2010/02/02,22:48:39.0,青森県東方沖,41°13.0′N,141°38.7′E,12 km,4.0,震度２
2010/02/01,20:16:55.6,長野県南部,35°52.6′N,137°34.6′E,7 km,2.7,震度２
2010/02/01,07:40:10.3,岩手県内陸南部,39°27.8′N,141°12.8′E,90 km,3.7,震度２
2010/01/30,13:29:45.8,宮城県南部,38°03.5′N,140°40.1′E,9 km,4.1,震度４
2010/01/30,01:43:47.3,宮城県北部,38°31.6′N,141°03.9′E,15 km,4.0,震度４
2010/01/29,18:53:26.1,長野県南部,35°51.7′N,137°38.7′E,8 km,3.2,震度２
2010/01/29,00:29:21.4,宮城県沖,38°41.6′N,142°16.9′E,38 km,4.3,震度２
2010/01/29,00:25:06.0,宮城県沖,38°41.4′N,142°16.4′E,38 km,4.3,震度２
2010/01/28,08:31:40.2,紀伊水道,33°32.2′N,134°20.8′E,34 km,3.8,震度２
2010/01/27,22:58:53.8,十勝沖,42°13.8′N,143°57.8′E,58 km,4.0,震度２
2010/01/26,22:39:16.0,大分県中部,33°11.5′N,131°25.0′E,9 km,3.2,震度２
2010/01/26,05:03:35.0,新島・神津島近海,34°14.5′N,139°09.0′E,10 km,2.4,震度２
2010/01/25,16:15:09.2,大隅半島東方沖,30°52.4′N,131°09.0′E,49 km,5.4,震度４
2010/01/24,22:10:03.6,千葉県北東部,35°32.4′N,140°22.0′E,36 km,3.4,震度２
2010/01/24,16:19:05.6,青森県東方沖,41°12.5′N,141°38.7′E,14 km,4.5,震度４
2010/01/23,02:32:24.7,福島県沖,37°46.8′N,142°04.9′E,38 km,4.4,震度２
2010/01/22,01:25:51.2,十勝沖,42°10.1′N,144°03.8′E,61 km,4.0,震度２
2010/01/21,08:50:36.7,広島県北部,34°59.1′N,132°48.8′E,8 km,3.4,震度２
2010/01/21,04:18:39.5,大阪府北部,34°57.6′N,135°26.7′E,11 km,3.7,震度２
2010/01/21,02:59:23.3,静岡県伊豆地方,34°58.4′N,139°07.1′E,5 km,4.4,震度４
2010/01/17,15:04:38.5,三陸沖,38°03.1′N,143°31.6′E,41 km,5.6,震度２
2010/01/16,07:08:20.3,宮城県沖,38°32.2′N,141°43.0′E,53 km,3.5,震度２
2010/01/16,00:44:45.8,北海道東方沖,43°22.6′N,147°03.3′E,38 km,5.1,震度３
2010/01/15,21:53:57.1,奄美大島近海,28°06.1′N,129°31.0′E,36 km,4.2,震度２
2010/01/15,20:08:36.6,沖縄本島北西沖,26°43.2′N,126°23.1′E,118 km,5.6,震度３
2010/01/15,16:35:38.6,奄美大島近海,28°05.5′N,129°30.8′E,37 km,4.1,震度２
2010/01/15,16:14:13.1,奄美大島近海,28°06.8′N,129°30.2′E,40 km,4.4,震度２
2010/01/15,03:46:25.5,十勝地方南部,42°21.1′N,143°07.0′E,51 km,5.0,震度３
2010/01/13,17:54:41.6,茨城県沖,36°39.0′N,141°15.1′E,45 km,4.2,震度２
2010/01/12,08:46:28.5,釧路沖,42°57.7′N,145°15.6′E,89 km,4.0,震度２
2010/01/10,01:44:49.3,遠州灘,34°33.5′N,137°36.8′E,26 km,4.3,震度３
2010/01/10,01:31:39.1,十勝地方南部,42°40.5′N,143°09.3′E,103 km,3.9,震度２
2010/01/09,23:01:03.5,釧路沖,43°00.9′N,144°50.9′E,61 km,4.0,震度２
2010/01/09,11:12:25.3,若狭湾,35°44.2′N,135°58.9′E,11 km,3.6,震度２
2010/01/08,15:59:41.4,福島県中通り,37°17.7′N,140°39.9′E,79 km,4.2,震度３
2010/01/08,13:46:58.4,釧路沖,42°46.0′N,144°56.3′E,54 km,4.0,震度２
2010/01/07,16:11:35.3,奄美大島近海,27°56.9′N,128°52.6′E,44 km,4.8,震度４
2010/01/07,05:39:38.9,浦河沖,41°57.3′N,142°19.7′E,69 km,4.1,震度２
2010/01/04,06:44:05.2,茨城県南部,36°03.6′N,139°55.0′E,44 km,3.6,震度２
2010/01/03,10:14:19.4,和歌山県北部,34°03.2′N,135°16.9′E,8 km,2.7,震度２
2010/01/01,00:57:52.2,新島・神津島近海,34°22.2′N,139°10.1′E,0 km,1.8,震度２
