地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
2010/12/02,06:46:49.6,石狩地方中部,42°58.4′N,141°26.1′E,2 km,3.6,震度２
2010/12/02,06:44:02.5,石狩地方中部,42°58.6′N,141°26.4′E,3 km,4.6,震度３
2010/11/30,12:24:39.4,小笠原諸島西方沖,28°21.5′N,139°35.3′E,494 km,7.1,震度３
2010/11/30,10:20:08.8,京都府南部,35°03.1′N,135°33.2′E,12 km,3.3,震度２
2010/11/30,05:25:03.9,福島県中通り,37°16.2′N,140°01.6′E,6 km,3.4,震度２
2010/11/29,15:52:41.8,和歌山県南部,33°54.3′N,135°25.4′E,55 km,4.1,震度３
2010/11/27,21:17:33.7,石川県加賀地方,36°16.2′N,136°17.2′E,14 km,2.7,震度２
2010/11/27,08:54:46.6,千葉県東方沖,35°39.6′N,140°44.2′E,47 km,3.8,震度２
2010/11/27,04:20:39.7,与那国島近海,23°55.5′N,122°56.7′E,55 km,4.7,震度２
2010/11/26,08:39:07.3,薩摩半島西方沖,31°28.9′N,129°47.4′E,12 km,4.0,震度２
2010/11/26,02:54:21.1,鳥取県西部,35°21.5′N,133°19.2′E,10 km,2.6,震度２
2010/11/25,05:04:50.0,宮城県北部,38°40.1′N,141°08.4′E,84 km,4.1,震度３
2010/11/24,20:09:10.7,茨城県沖,36°13.7′N,140°54.1′E,47 km,4.9,震度４
2010/11/24,02:09:09.5,石狩地方中部,42°58.6′N,141°26.3′E,3 km,3.1,震度２
2010/11/23,09:17:41.4,トカラ列島近海,29°05.2′N,129°27.5′E,29 km,4.2,震度２
2010/11/22,17:19:52.7,日向灘,32°32.1′N,131°58.1′E,35 km,3.8,震度２
2010/11/22,05:47:50.9,苫小牧沖,41°36.9′N,141°51.5′E,66 km,3.6,震度２
2010/11/21,18:53:20.9,宮城県沖,38°43.2′N,142°16.1′E,39 km,4.1,震度２
2010/11/20,09:05:15.7,土佐湾,33°31.8′N,133°43.9′E,8 km,2.7,震度２
2010/11/20,05:49:18.8,千葉県北西部,35°39.4′N,140°10.8′E,67 km,3.8,震度２
2010/11/19,13:01:58.7,根室半島南東沖,43°10.4′N,145°35.8′E,53 km,4.8,震度４
2010/11/19,04:08:08.5,岩手県沖,39°38.0′N,142°06.2′E,48 km,4.0,震度３
2010/11/18,09:42:12.1,群馬県南部,36°09.1′N,139°02.9′E,13 km,2.3,震度２
2010/11/16,23:19:20.1,宮崎県南部山沿い,32°00.0′N,130°57.5′E,0 km,1.5,震度２
2010/11/16,21:39:59.5,宮崎県南部山沿い,32°00.0′N,130°57.6′E,0 km,1.8,震度３
2010/11/15,16:57:18.4,新潟県上越地方,37°07.9′N,138°24.6′E,23 km,3.6,震度３
2010/11/13,20:28:12.0,熊本県球磨地方,32°27.0′N,130°48.0′E,12 km,2.8,震度２
2010/11/13,16:44:25.1,鹿児島県薩摩地方,31°58.1′N,130°25.4′E,9 km,3.4,震度２
2010/11/13,14:17:22.7,十勝地方中部,42°35.1′N,143°32.1′E,69 km,4.0,震度２
2010/11/13,06:51:57.4,和歌山県北部,34°01.9′N,135°14.8′E,5 km,3.4,震度２
2010/11/08,04:26:47.6,硫黄島近海,24°36.8′N,142°32.9′E,174 km,5.9,震度２
2010/11/05,19:14:03.0,茨城県南部,36°03.7′N,139°50.5′E,45 km,4.6,震度４
2010/11/05,07:30:51.1,茨城県沖,36°44.8′N,141°16.3′E,48 km,4.9,震度３
2010/11/04,05:33:48.1,浦河沖,42°12.5′N,142°29.8′E,36 km,4.4,震度３
2010/11/03,03:10:11.8,オホーツク海南部,46°28.9′N,147°14.9′E,392 km,5.4,震度２
2010/11/02,17:02:26.2,和歌山県北部,34°02.1′N,135°15.0′E,5 km,2.9,震度２
2010/11/02,13:54:16.7,熊本県天草・芦北地方,32°27.4′N,130°33.1′E,9 km,2.9,震度２
2010/11/02,04:01:18.9,静岡県西部,34°44.1′N,138°02.9′E,28 km,3.8,震度３
2010/11/02,02:37:13.3,和歌山県北部,34°02.0′N,135°14.7′E,5 km,3.3,震度２
2010/10/30,17:59:12.9,伊豆大島近海,34°46.7′N,139°21.0′E,2 km,2.5,震度２
2010/10/30,13:46:51.1,福井県嶺北,36°09.6′N,136°07.2′E,13 km,2.8,震度２
2010/10/30,11:08:42.9,伊予灘,33°36.8′N,131°48.1′E,87 km,3.8,震度２
2010/10/30,09:01:41.8,紀伊水道,34°08.7′N,135°06.3′E,7 km,3.1,震度２
2010/10/28,11:20:46.6,福島県中通り,37°17.0′N,140°00.4′E,7 km,3.6,震度３
2010/10/27,16:41:27.4,伊豆大島近海,34°42.6′N,139°25.1′E,0 km,2.2,震度２
2010/10/26,21:06:19.0,茨城県北部,36°27.4′N,140°35.7′E,56 km,3.8,震度２
2010/10/25,06:09:59.0,岩手県沿岸北部,39°45.6′N,141°50.2′E,59 km,4.0,震度２
2010/10/25,05:01:43.5,紀伊水道,34°10.3′N,135°07.4′E,8 km,3.1,震度２
2010/10/24,13:50:42.6,茨城県南部,36°03.5′N,139°51.1′E,45 km,4.4,震度３
2010/10/24,11:48:21.4,福島県中通り,37°17.1′N,140°00.5′E,7 km,3.7,震度３
2010/10/24,11:43:44.1,福島県中通り,37°16.6′N,140°00.3′E,7 km,3.6,震度３
2010/10/22,23:04:38.9,大分県西部,33°07.3′N,131°11.3′E,8 km,2.8,震度２
2010/10/22,11:01:03.5,石狩地方南部,42°59.7′N,141°30.4′E,12 km,2.8,震度２
2010/10/22,09:36:37.7,福島県中通り,37°16.5′N,140°01.0′E,7 km,3.7,震度２
2010/10/20,22:19:45.5,石狩地方南部,42°59.8′N,141°30.2′E,12 km,3.0,震度３
2010/10/20,20:26:24.7,岐阜県美濃中西部,35°47.7′N,136°54.1′E,12 km,3.5,震度２
2010/10/19,22:24:02.9,茨城県南部,35°58.2′N,140°13.7′E,40 km,3.8,震度２
2010/10/19,07:30:18.7,浦河沖,41°58.6′N,142°43.5′E,56 km,4.0,震度２
2010/10/18,21:09:32.6,福島県沖,37°45.2′N,141°05.5′E,66 km,3.9,震度２
2010/10/18,18:41:51.1,紀伊水道,34°09.0′N,135°03.3′E,11 km,3.2,震度２
2010/10/17,20:01:54.3,伊豆大島近海,34°43.6′N,139°17.7′E,0 km,3.1,震度３
2010/10/17,17:19:42.7,茨城県沖,36°23.2′N,141°08.9′E,48 km,4.3,震度２
2010/10/17,08:31:05.1,土佐湾,33°31.5′N,133°43.7′E,8 km,2.9,震度２
2010/10/16,14:54:06.0,沖縄本島近海,27°14.8′N,128°18.3′E,60 km,4.1,震度２
2010/10/16,06:14:27.1,岩手県沖,40°09.7′N,142°25.8′E,36 km,4.6,震度２
2010/10/16,02:52:40.5,岐阜県飛騨地方,36°19.5′N,137°07.8′E,10 km,3.3,震度２
2010/10/14,22:58:55.5,日高地方東部,42°18.7′N,143°04.1′E,53 km,5.5,震度４
2010/10/14,14:29:52.4,茨城県南部,36°03.6′N,139°53.1′E,45 km,3.9,震度３
2010/10/14,13:10:45.9,茨城県南部,36°00.6′N,139°53.8′E,41 km,3.5,震度２
2010/10/14,00:03:49.9,紀伊水道,34°08.8′N,135°03.2′E,11 km,3.1,震度３
2010/10/12,22:40:25.8,静岡県西部,35°05.0′N,138°02.6′E,13 km,3.8,震度２
2010/10/12,04:42:41.7,安芸灘,33°56.4′N,132°10.2′E,55 km,3.7,震度２
2010/10/11,23:10:32.6,青森県三八上北地方,41°05.9′N,141°17.9′E,88 km,4.2,震度２
2010/10/10,14:33:14.9,根室半島南東沖,43°09.0′N,145°37.2′E,51 km,4.0,震度２
2010/10/10,10:04:57.3,千葉県北東部,35°51.7′N,140°31.7′E,33 km,3.6,震度２
2010/10/10,10:00:04.1,千葉県北東部,35°51.7′N,140°31.5′E,34 km,4.2,震度３
2010/10/10,06:46:10.0,沖縄本島近海,25°48.8′N,127°48.3′E,43 km,4.6,震度２
2010/10/10,00:37:04.8,岐阜県美濃中西部,35°25.0′N,136°32.4′E,41 km,3.0,震度２
2010/10/09,15:12:22.4,千葉県北東部,35°51.7′N,140°31.2′E,34 km,4.4,震度３
2010/10/08,21:16:29.6,岩手県内陸南部,39°02.9′N,140°50.5′E,6 km,4.4,震度２
2010/10/08,15:53:30.9,宮城県北部,38°38.1′N,140°37.1′E,10 km,4.2,震度３
2010/10/07,11:41:15.3,土佐湾,33°31.7′N,133°44.0′E,7 km,3.0,震度２
2010/10/06,13:51:47.7,土佐湾,33°31.6′N,133°43.8′E,7 km,4.5,震度４
2010/10/06,07:35:58.0,青森県東方沖,41°29.5′N,142°00.5′E,63 km,4.1,震度２
2010/10/04,23:17:15.8,宮城県沖,38°51.1′N,141°37.3′E,73 km,3.9,震度２
2010/10/04,22:28:38.9,宮古島近海,24°13.0′N,125°20.1′E,53 km,6.4,震度４
2010/10/04,20:32:21.3,茨城県沖,36°23.5′N,141°01.6′E,47 km,4.2,震度２
2010/10/04,11:47:36.1,釧路沖,42°56.0′N,145°29.3′E,45 km,4.0,震度３
2010/10/03,09:26:52.8,新潟県上越地方,37°08.3′N,138°25.0′E,22 km,4.7,震度５弱
2010/10/03,06:57:01.0,新潟県上越地方,37°08.2′N,138°24.9′E,23 km,3.4,震度３
2010/10/03,06:52:44.9,新潟県上越地方,37°08.1′N,138°25.1′E,24 km,4.6,震度４
2010/10/03,06:39:12.7,新潟県上越地方,37°08.1′N,138°25.8′E,22 km,3.7,震度３
2010/10/03,06:37:53.6,新潟県上越地方,37°08.5′N,138°25.3′E,23 km,4.5,震度４
2010/10/02,12:35:10.5,新潟県上越地方,37°08.1′N,138°25.6′E,22 km,4.0,震度４
2010/10/01,20:28:24.7,秋田県内陸南部,38°56.3′N,140°36.4′E,4 km,3.9,震度２
2010/10/01,18:52:48.4,福島県中通り,37°15.0′N,140°00.4′E,6 km,4.2,震度２
2010/10/01,08:24:00.2,福島県中通り,37°14.8′N,140°01.6′E,3 km,4.4,震度３
2010/09/30,21:47:09.5,福島県沖,37°05.0′N,141°07.3′E,51 km,4.8,震度３
2010/09/30,20:05:31.2,福島県中通り,37°17.0′N,140°00.1′E,8 km,3.6,震度３
2010/09/30,14:08:31.0,広島県南東部,34°44.1′N,133°21.1′E,21 km,3.1,震度２
2010/09/30,13:35:43.1,和歌山県北部,34°11.1′N,135°21.3′E,6 km,2.6,震度２
2010/09/30,01:23:40.9,福島県中通り,37°16.8′N,140°00.3′E,7 km,4.6,震度３
2010/09/29,17:51:05.1,福島県中通り,37°16.1′N,140°01.3′E,5 km,3.6,震度２
2010/09/29,17:25:14.1,福島県中通り,37°17.3′N,140°00.3′E,8 km,3.1,震度２
2010/09/29,17:10:05.1,福島県中通り,37°17.7′N,140°01.1′E,7 km,3.3,震度２
2010/09/29,17:06:46.3,福島県中通り,37°14.8′N,140°00.6′E,6 km,3.7,震度２
2010/09/29,16:59:55.9,福島県中通り,37°17.1′N,140°01.5′E,8 km,5.7,震度４
2010/09/29,12:01:57.6,福島県中通り,37°17.9′N,140°02.7′E,6 km,4.8,震度３
2010/09/29,03:35:46.8,岩手県沿岸北部,39°46.6′N,141°54.3′E,60 km,4.1,震度３
2010/09/28,21:31:17.2,沖縄本島近海,25°43.6′N,126°27.2′E,28 km,4.9,震度２
2010/09/28,10:44:00.2,浦河沖,42°00.2′N,142°35.2′E,61 km,4.1,震度２
2010/09/28,01:13:38.7,国後島付近,43°30.0′N,145°45.5′E,99 km,5.3,震度３
2010/09/27,02:55:00.0,千葉県北西部,35°41.7′N,140°05.8′E,68 km,4.5,震度３
2010/09/26,08:25:00.2,種子島近海,30°48.6′N,130°20.7′E,122 km,4.4,震度２
2010/09/26,01:16:51.3,宮城県沖,38°38.1′N,141°49.0′E,53 km,4.0,震度３
2010/09/24,12:19:14.9,釧路沖,42°39.7′N,145°17.0′E,49 km,4.3,震度２
2010/09/24,04:47:59.1,宮古島近海,24°50.1′N,125°36.3′E,52 km,4.9,震度２
2010/09/22,05:31:52.9,千葉県北東部,35°52.6′N,140°28.8′E,35 km,4.5,震度３
2010/09/21,14:11:41.6,種子島近海,30°08.1′N,130°17.7′E,66 km,4.2,震度２
2010/09/21,12:42:37.9,茨城県沖,36°31.1′N,140°41.5′E,55 km,3.8,震度２
2010/09/21,04:26:17.0,秋田県内陸南部,39°24.6′N,140°19.8′E,11 km,3.6,震度２
2010/09/20,00:16:09.7,岡山県南部,34°36.3′N,133°36.7′E,14 km,3.5,震度２
2010/09/19,21:47:29.1,岡山県南部,34°36.4′N,133°36.6′E,14 km,3.6,震度２
2010/09/16,02:05:55.4,福島県会津,37°02.7′N,139°20.3′E,7 km,2.4,震度２
2010/09/16,00:53:55.2,トカラ列島近海,29°54.9′N,129°57.3′E,6 km,2.7,震度２
2010/09/14,22:11:29.9,千葉県北東部,35°51.4′N,140°31.7′E,34 km,3.6,震度２
2010/09/13,14:47:48.0,青森県東方沖,41°27.3′N,142°07.3′E,63 km,5.8,震度４
2010/09/13,04:31:54.0,留萌地方中北部,44°09.8′N,141°50.2′E,15 km,3.7,震度２
2010/09/11,20:24:56.6,和歌山県北部,34°10.0′N,135°11.7′E,8 km,3.4,震度２
2010/09/10,12:51:05.1,橘湾,32°38.1′N,130°03.3′E,12 km,2.8,震度２
2010/09/10,09:34:48.4,愛知県西部,34°56.6′N,137°12.7′E,36 km,3.7,震度２
2010/09/08,20:06:42.9,橘湾,32°38.3′N,130°03.0′E,13 km,3.1,震度２
2010/09/08,19:42:13.1,橘湾,32°38.3′N,130°03.0′E,13 km,3.0,震度２
2010/09/06,05:28:23.1,日高地方東部,42°19.0′N,143°01.9′E,53 km,3.8,震度２
2010/09/06,04:57:16.0,紀伊水道,34°09.1′N,135°10.5′E,7 km,3.0,震度２
2010/09/05,22:06:19.7,福井県嶺南,35°39.2′N,136°09.5′E,12 km,3.6,震度２
2010/09/04,06:15:29.3,釧路沖,42°44.5′N,145°30.8′E,61 km,5.1,震度４
2010/09/04,04:06:57.5,与那国島近海,24°08.4′N,122°37.4′E,43 km,4.5,震度２
2010/09/02,17:42:52.7,高知県中部,33°44.0′N,134°03.3′E,21 km,3.7,震度２
2010/09/01,16:32:52.6,宮城県沖,37°54.8′N,141°52.2′E,43 km,5.0,震度３
2010/08/31,11:30:31.5,秋田県沖,40°24.1′N,139°10.4′E,33 km,4.9,震度３
2010/08/30,16:54:44.5,熊本県阿蘇地方,32°56.7′N,131°03.3′E,3 km,2.2,震度２
2010/08/29,21:31:42.4,熊本県熊本地方,32°45.1′N,130°41.3′E,13 km,3.4,震度３
2010/08/29,10:16:37.4,宮城県北部,38°52.8′N,140°52.0′E,7 km,3.9,震度３
2010/08/27,00:08:04.2,岐阜県飛騨地方,36°11.5′N,136°58.0′E,286 km,5.2,震度２
2010/08/26,05:54:28.7,愛知県西部,34°56.6′N,137°22.5′E,39 km,4.0,震度２
2010/08/21,23:25:59.4,福島県沖,37°18.3′N,141°41.7′E,43 km,4.6,震度２
2010/08/21,14:37:41.0,奄美大島近海,28°06.3′N,129°29.0′E,17 km,3.6,震度２
2010/08/20,15:34:50.8,伊勢湾,34°57.0′N,136°47.2′E,42 km,3.7,震度２
2010/08/16,00:04:30.0,茨城県沖,36°13.1′N,140°54.0′E,46 km,3.9,震度２
2010/08/14,13:25:07.9,日高地方西部,42°49.3′N,142°20.4′E,109 km,4.6,震度３
2010/08/14,10:42:13.1,父島近海,26°14.4′N,141°28.9′E,97 km,4.7,震度２
2010/08/14,10:33:59.7,父島近海,26°12.1′N,141°36.1′E,107 km,5.2,震度３
2010/08/14,09:11:00.5,後志地方東部,42°43.0′N,140°50.6′E,4 km,2.5,震度２
2010/08/13,06:52:20.0,千葉県北西部,35°51.9′N,140°28.3′E,34 km,3.7,震度２
2010/08/11,00:48:37.8,奄美大島北西沖,28°47.9′N,128°39.1′E,12 km,4.9,震度２
2010/08/10,21:24:08.1,豊後水道,32°52.4′N,132°26.4′E,33 km,4.4,震度３
2010/08/10,14:50:34.6,三陸沖,39°20.9′N,143°29.6′E,30 km,6.3,震度４
2010/08/09,19:09:17.0,岩手県沖,39°38.1′N,142°06.4′E,48 km,3.9,震度２
2010/08/08,06:08:11.8,福島県沖,37°39.2′N,141°36.0′E,79 km,3.7,震度２
2010/08/08,01:03:24.3,福島県沖,37°47.9′N,142°03.0′E,37 km,4.6,震度２
2010/08/07,14:31:23.8,釧路沖,42°49.8′N,145°04.3′E,50 km,4.6,震度２
2010/08/06,13:48:50.1,秋田県内陸南部,39°12.1′N,140°46.2′E,8 km,3.4,震度２
2010/08/05,08:53:46.8,福島県沖,37°50.5′N,141°13.1′E,77 km,4.1,震度２
2010/08/05,08:30:58.4,種子島近海,30°45.6′N,131°13.0′E,43 km,3.9,震度２
2010/08/04,23:11:28.4,茨城県沖,36°43.0′N,141°11.0′E,47 km,4.4,震度２
2010/08/04,17:51:58.6,鳥取県沖,35°45.4′N,134°03.8′E,18 km,3.7,震度２
2010/08/04,15:48:23.4,宮古島近海,24°58.8′N,125°31.3′E,23 km,4.8,震度３
2010/08/04,06:43:38.8,岩手県沖,39°10.8′N,142°10.9′E,79 km,3.9,震度２
2010/08/04,06:14:22.5,秋田県内陸南部,39°12.2′N,140°46.5′E,8 km,3.2,震度２
2010/08/03,07:30:47.9,茨城県北部,36°44.2′N,140°18.8′E,82 km,4.6,震度３
2010/08/03,03:04:43.9,土佐湾,33°10.1′N,133°14.9′E,31 km,3.9,震度２
2010/08/02,08:26:36.5,沖縄本島近海,27°28.0′N,128°38.6′E,43 km,3.8,震度２
2010/07/31,23:37:22.0,秋田県内陸南部,39°12.5′N,140°46.1′E,9 km,3.5,震度２
2010/07/31,06:23:12.4,青森県津軽南部,40°37.4′N,140°28.1′E,9 km,3.0,震度２
2010/07/30,13:51:59.2,青森県東方沖,40°58.2′N,142°00.3′E,56 km,4.0,震度２
2010/07/28,08:06:43.8,十勝沖,42°20.2′N,143°47.9′E,56 km,4.5,震度３
2010/07/27,21:48:45.3,新潟県上中越沖,37°33.7′N,138°37.5′E,18 km,3.2,震度２
2010/07/27,08:31:03.1,宮城県沖,38°59.8′N,142°18.4′E,25 km,5.3,震度３
2010/07/26,10:40:46.3,徳島県北部,33°55.7′N,134°14.6′E,7 km,2.4,震度２
2010/07/26,02:04:44.6,長野県南部,35°54.5′N,137°40.3′E,9 km,3.4,震度２
2010/07/25,17:11:25.1,熊本県阿蘇地方,32°57.3′N,131°04.9′E,6 km,3.3,震度３
2010/07/25,17:05:58.0,熊本県阿蘇地方,32°57.5′N,131°04.8′E,5 km,2.3,震度２
2010/07/23,21:23:58.0,釧路地方中南部,42°57.3′N,143°52.3′E,105 km,3.7,震度２
2010/07/23,14:25:45.0,高知県西部,33°23.2′N,133°06.5′E,34 km,4.4,震度３
2010/07/23,06:08:38.3,千葉県北東部,35°52.4′N,140°28.8′E,35 km,3.8,震度２
2010/07/23,06:06:31.4,千葉県北東部,35°52.7′N,140°29.1′E,35 km,5.0,震度５弱
2010/07/21,06:19:18.5,奈良県,34°12.3′N,135°41.6′E,58 km,5.1,震度４
2010/07/18,22:03:24.1,与那国島近海,23°57.3′N,122°25.8′E,22 km,5.3,震度２
2010/07/17,19:01:26.1,岩手県内陸南部,38°54.0′N,141°11.7′E,85 km,3.8,震度２
2010/07/16,20:24:08.5,伊豆大島近海,34°48.3′N,139°14.8′E,12 km,2.6,震度２
2010/07/16,06:57:33.2,千葉県北東部,35°25.1′N,140°22.2′E,25 km,3.2,震度２
2010/07/16,06:18:38.5,釧路沖,42°48.8′N,145°01.4′E,90 km,4.2,震度２
2010/07/15,04:57:03.7,熊本県阿蘇地方,32°57.6′N,131°05.2′E,6 km,2.7,震度２
2010/07/15,04:09:21.1,熊本県阿蘇地方,32°57.6′N,131°05.0′E,5 km,2.5,震度２
2010/07/14,20:55:42.9,伊予灘,33°29.8′N,131°51.7′E,74 km,3.8,震度２
2010/07/13,21:28:37.8,新島・神津島近海,34°32.9′N,139°16.6′E,12 km,3.1,震度２
2010/07/13,21:00:45.6,陸奥湾,41°09.3′N,140°51.0′E,11 km,3.0,震度２
2010/07/12,17:15:55.8,沖縄本島近海,27°01.5′N,127°52.3′E,61 km,4.4,震度３
2010/07/12,13:21:03.4,宮古島近海,24°57.8′N,125°30.5′E,23 km,4.4,震度２
2010/07/12,04:17:03.2,岩手県沖,40°04.0′N,142°06.3′E,39 km,3.9,震度２
2010/07/12,03:09:02.6,京都府北部,35°16.5′N,135°17.9′E,8 km,3.6,震度２
2010/07/11,11:00:04.5,茨城県沖,36°23.0′N,141°02.1′E,46 km,4.1,震度２
2010/07/08,21:23:27.2,釧路沖,42°34.4′N,144°31.7′E,59 km,4.7,震度３
2010/07/07,09:02:48.9,茨城県南部,36°01.2′N,140°05.3′E,62 km,3.8,震度２
2010/07/06,18:03:31.9,茨城県南部,36°05.4′N,139°46.8′E,46 km,3.6,震度２
2010/07/05,06:55:52.3,岩手県沖,39°39.4′N,142°39.1′E,34 km,6.4,震度４
2010/07/04,15:03:04.8,茨城県南部,35°56.3′N,140°18.0′E,88 km,4.5,震度３
2010/07/04,04:33:12.1,岩手県内陸南部,39°01.4′N,140°54.7′E,7 km,5.2,震度４
2010/07/02,21:30:06.7,浦河沖,41°58.6′N,142°34.2′E,63 km,4.2,震度２
2010/07/02,16:55:56.8,茨城県沖,36°36.8′N,141°06.3′E,46 km,3.7,震度２
2010/06/29,07:24:10.3,岩手県内陸南部,39°14.9′N,141°27.3′E,116 km,4.3,震度３
2010/06/29,04:13:33.5,山梨県中・西部,35°14.0′N,138°26.7′E,18 km,3.0,震度３
2010/06/28,06:03:25.3,苫小牧沖,41°37.5′N,141°49.9′E,57 km,5.1,震度４
2010/06/27,15:24:14.4,千葉県北東部,35°42.5′N,140°37.1′E,49 km,3.5,震度２
2010/06/26,23:01:53.9,紀伊水道,34°07.5′N,135°08.4′E,7 km,3.0,震度２
2010/06/19,19:00:49.5,青森県東方沖,41°18.4′N,142°39.9′E,33 km,4.9,震度３
2010/06/18,11:23:00.8,択捉島南東沖,44°35.8′N,149°11.7′E,30 km,6.5,震度３
2010/06/18,06:29:25.9,能登半島沖,37°15.3′N,136°41.5′E,8 km,3.4,震度２
2010/06/16,19:44:09.6,茨城県北部,36°22.2′N,140°34.4′E,63 km,4.0,震度２
2010/06/14,21:46:36.3,青森県東方沖,41°11.2′N,142°12.0′E,54 km,4.1,震度２
2010/06/13,17:58:59.1,薩摩半島西方沖,31°02.5′N,129°49.8′E,9 km,4.1,震度２
2010/06/13,12:32:57.0,福島県沖,37°23.7′N,141°47.7′E,40 km,6.2,震度５弱
2010/06/13,00:44:52.7,奄美大島北西沖,28°49.2′N,128°38.9′E,17 km,5.2,震度３
2010/06/12,01:58:35.5,父島近海,26°34.8′N,142°52.4′E,93 km,5.0,震度２
2010/06/12,01:37:45.9,父島近海,26°38.8′N,143°09.3′E,56 km,5.3,震度２
2010/06/11,12:18:46.8,秋田県内陸南部,38°57.3′N,140°34.9′E,2 km,4.0,震度３
2010/06/10,18:40:11.5,沖縄本島近海,27°03.5′N,127°59.3′E,16 km,4.1,震度２
2010/06/09,22:41:34.9,奈良県,34°24.7′N,135°52.4′E,9 km,3.0,震度２
2010/06/09,18:00:45.2,島根県東部,35°08.5′N,132°46.9′E,9 km,3.6,震度２
2010/06/08,19:47:53.4,十勝沖,42°20.4′N,143°47.6′E,55 km,4.1,震度３
2010/06/07,14:01:35.9,岩手県内陸南部,39°05.0′N,140°55.8′E,7 km,4.2,震度２
2010/06/07,07:43:01.0,島根県東部,35°07.4′N,132°44.3′E,10 km,3.5,震度２
2010/06/06,09:07:33.0,奄美大島近海,28°19.7′N,129°37.3′E,56 km,4.3,震度３
2010/06/06,07:19:30.7,千葉県北西部,35°47.2′N,140°06.1′E,63 km,4.3,震度２
2010/06/05,19:37:55.7,五島列島近海,32°26.2′N,128°49.5′E,16 km,4.1,震度２
2010/06/05,14:22:03.2,北海道東方沖,43°16.2′N,146°52.1′E,62 km,5.5,震度３
2010/06/05,01:39:19.4,新島・神津島近海,34°20.1′N,139°14.0′E,7 km,2.4,震度２
2010/06/04,18:41:38.6,兵庫県南東部,34°47.6′N,135°19.5′E,8 km,3.3,震度２
2010/06/03,07:39:24.6,岩手県内陸南部,39°02.6′N,140°52.0′E,7 km,4.4,震度３
2010/06/02,02:44:54.1,十勝地方南部,42°26.0′N,143°09.8′E,48 km,3.9,震度２
2010/06/01,21:16:29.1,新島・神津島近海,34°26.2′N,139°11.9′E,9 km,2.8,震度２
2010/06/01,13:49:22.0,福島県沖,37°30.7′N,141°32.3′E,45 km,4.8,震度３
2010/05/26,17:53:07.1,南大東島近海,25°44.5′N,129°59.3′E,48 km,6.4,震度４
2010/05/25,22:33:01.1,岩手県内陸北部,40°10.1′N,141°07.2′E,7 km,2.5,震度２
2010/05/24,03:26:22.4,新潟県上越地方,37°03.1′N,138°31.5′E,11 km,2.5,震度２
2010/05/17,16:58:55.3,奄美大島北西沖,28°46.8′N,128°33.2′E,9 km,4.7,震度２
2010/05/16,21:35:45.3,奄美大島北西沖,28°46.2′N,128°33.8′E,13 km,5.0,震度２
