地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
2011/04/27,13:03:43.8,福島県沖,37°02.4′N,141°12.4′E,28 km,4.0,震度２
2011/04/27,12:55:09.5,福島県浜通り,37°03.7′N,140°40.3′E,10 km,4.1,震度３
2011/04/27,09:55:52.2,福島県浜通り,37°02.2′N,140°40.8′E,9 km,4.1,震度２
2011/04/27,07:56:48.1,長野県北部,36°56.2′N,138°27.4′E,6 km,3.3,震度２
2011/04/27,07:55:09.4,福島県中通り,37°03.6′N,140°35.1′E,8 km,3.0,震度２
2011/04/27,07:35:31.8,千葉県東方沖,35°25.3′N,140°59.5′E,27 km,4.2,震度２
2011/04/27,06:12:08.1,茨城県沖,36°32.0′N,140°48.6′E,18 km,3.2,震度２
2011/04/27,03:17:58.9,福島県沖,37°28.6′N,141°19.7′E,29 km,4.0,震度２
2011/04/27,02:17:35.5,茨城県南部,36°12.0′N,139°57.3′E,52 km,3.6,震度２
2011/04/26,22:13:07.8,茨城県沖,36°31.0′N,141°03.9′E,38 km,3.9,震度２
2011/04/26,21:26:55.5,宮城県沖,38°23.7′N,141°45.6′E,56 km,4.3,震度２
2011/04/26,21:12:01.5,茨城県南部,36°05.1′N,139°58.5′E,46 km,5.0,震度４
2011/04/26,17:24:52.7,茨城県北部,36°25.6′N,140°35.3′E,53 km,3.6,震度２
2011/04/26,13:14:42.0,宮城県沖,38°17.4′N,141°45.7′E,56 km,4.2,震度２
2011/04/26,13:01:47.3,福島県沖,37°17.1′N,141°14.8′E,13 km,5.2,震度３
2011/04/26,11:27:17.9,茨城県北部,36°45.4′N,140°35.8′E,4 km,3.9,震度２
2011/04/26,11:25:54.3,茨城県北部,36°45.1′N,140°35.6′E,4 km,3.7,震度２
2011/04/26,10:07:47.8,茨城県沖,36°28.7′N,140°55.2′E,32 km,3.9,震度２
2011/04/26,09:05:20.4,福島県中通り,37°03.1′N,140°38.3′E,14 km,3.6,震度３
2011/04/26,08:26:34.1,浦河沖,42°01.4′N,142°35.5′E,61 km,4.6,震度２
2011/04/26,08:24:50.8,茨城県沖,36°18.9′N,141°03.3′E,48 km,4.1,震度２
2011/04/26,07:42:32.4,茨城県北部,36°51.1′N,140°41.5′E,9 km,3.8,震度２
2011/04/26,06:42:17.1,茨城県北部,36°42.0′N,140°36.1′E,7 km,3.4,震度２
2011/04/26,06:16:23.2,宮城県沖,38°20.9′N,141°52.2′E,64 km,4.5,震度３
2011/04/26,06:14:12.9,福島県沖,36°52.2′N,142°13.2′E,25 km,5.0,震度２
2011/04/26,05:24:38.8,福島県沖,37°05.1′N,141°05.6′E,32 km,3.9,震度３
2011/04/26,00:59:25.1,宮城県沖,38°25.2′N,141°55.3′E,63 km,4.0,震度２
2011/04/26,00:13:19.5,福島県浜通り,36°56.8′N,140°38.0′E,5 km,4.3,震度２
2011/04/25,23:51:12.4,栃木県南部,36°40.1′N,139°34.7′E,10 km,3.8,震度３
2011/04/25,21:57:23.6,秋田県内陸南部,39°34.3′N,140°23.7′E,5 km,2.7,震度２
2011/04/25,21:48:04.7,長野県北部,36°56.5′N,138°27.3′E,7 km,3.1,震度２
2011/04/25,19:22:38.2,茨城県沖,36°09.8′N,140°59.1′E,39 km,3.9,震度２
2011/04/25,18:27:30.0,茨城県北部,36°45.1′N,140°33.3′E,9 km,3.3,震度２
2011/04/25,18:00:18.5,茨城県沖,36°10.4′N,141°01.5′E,39 km,5.0,震度４
2011/04/25,17:31:43.8,宮城県沖,38°44.6′N,142°12.8′E,31 km,3.8,震度２
2011/04/25,15:41:23.5,福島県沖,36°45.8′N,141°41.1′E,47 km,4.5,震度２
2011/04/25,13:57:00.9,福島県沖,37°37.8′N,141°36.3′E,44 km,4.0,震度２
2011/04/25,12:16:10.4,宮城県沖,38°26.1′N,141°47.1′E,53 km,3.8,震度２
2011/04/25,09:46:08.7,宮城県沖,38°47.9′N,142°06.5′E,43 km,3.9,震度２
2011/04/25,07:44:12.1,茨城県沖,36°22.3′N,140°58.3′E,38 km,3.6,震度２
2011/04/25,06:06:34.3,千葉県東方沖,35°13.5′N,141°14.6′E,40 km,5.1,震度２
2011/04/25,05:54:25.7,千葉県北東部,35°46.7′N,140°46.6′E,7 km,3.6,震度２
2011/04/25,02:48:22.0,熊本県熊本地方,33°01.6′N,130°43.7′E,12 km,4.1,震度３
2011/04/25,02:43:12.8,福島県浜通り,37°04.5′N,140°39.3′E,9 km,3.3,震度２
2011/04/25,01:41:45.5,福島県浜通り,37°05.6′N,140°45.0′E,6 km,3.1,震度２
2011/04/24,23:34:03.4,宮城県沖,37°58.2′N,141°38.9′E,47 km,4.2,震度２
2011/04/24,22:46:06.2,福島県浜通り,37°08.3′N,140°46.7′E,3 km,2.7,震度２
2011/04/24,21:24:37.6,茨城県北部,36°38.5′N,140°34.4′E,6 km,3.1,震度２
2011/04/24,21:20:56.5,福島県浜通り,37°07.9′N,140°47.1′E,4 km,3.6,震度３
2011/04/24,20:50:17.4,福島県浜通り,37°07.7′N,140°47.2′E,3 km,3.1,震度３
2011/04/24,20:03:38.0,茨城県北部,36°53.1′N,140°40.6′E,7 km,3.8,震度２
2011/04/24,19:49:37.1,宮城県沖,38°29.9′N,141°50.8′E,56 km,4.1,震度２
2011/04/24,19:09:51.7,福島県中通り,37°03.5′N,140°38.3′E,14 km,4.5,震度４
2011/04/24,18:51:56.5,宮城県沖,38°37.3′N,141°55.2′E,49 km,4.4,震度２
2011/04/24,17:20:47.2,宮城県沖,38°20.6′N,141°46.1′E,49 km,4.2,震度２
2011/04/24,16:55:56.7,秋田県内陸南部,39°34.0′N,140°23.3′E,5 km,1.9,震度２
2011/04/24,14:12:56.9,茨城県北部,36°41.6′N,140°36.4′E,5 km,3.5,震度２
2011/04/24,13:47:54.0,宮城県沖,38°20.2′N,141°51.8′E,63 km,4.3,震度２
2011/04/24,12:25:10.8,茨城県南部,36°04.2′N,139°51.4′E,44 km,4.1,震度３
2011/04/24,12:18:00.5,宮城県沖,38°38.6′N,142°24.3′E,38 km,4.2,震度２
2011/04/24,11:21:53.3,宮城県沖,38°44.6′N,142°11.8′E,32 km,3.9,震度２
2011/04/24,06:30:36.6,千葉県東方沖,35°29.3′N,140°54.7′E,25 km,3.7,震度２
2011/04/24,05:53:04.4,福島県浜通り,37°05.6′N,140°45.1′E,5 km,3.7,震度３
2011/04/24,05:04:57.6,福島県沖,37°14.5′N,141°17.3′E,22 km,4.3,震度２
2011/04/24,03:54:59.8,福島県沖,37°48.2′N,141°47.1′E,47 km,4.2,震度２
2011/04/24,03:51:07.9,茨城県北部,36°42.9′N,140°38.8′E,6 km,2.9,震度２
2011/04/23,23:45:35.4,福島県沖,37°20.6′N,141°21.1′E,48 km,3.8,震度２
2011/04/23,23:31:29.2,茨城県北部,36°25.4′N,140°35.6′E,55 km,4.2,震度３
2011/04/23,20:51:51.3,熊本県熊本地方,32°52.8′N,130°54.6′E,11 km,3.5,震度３
2011/04/23,20:07:39.9,福島県浜通り,37°03.2′N,140°39.6′E,6 km,4.3,震度３
2011/04/23,19:12:46.2,三陸沖,39°07.9′N,143°00.0′E,35 km,6.1,震度３
2011/04/23,17:27:46.4,宮城県沖,38°24.2′N,141°47.1′E,57 km,4.0,震度２
2011/04/23,15:30:22.5,岩手県沖,39°01.1′N,142°24.9′E,34 km,4.4,震度３
2011/04/23,08:38:01.4,福島県浜通り,37°04.2′N,140°46.1′E,9 km,3.2,震度２
2011/04/23,08:15:26.8,茨城県北部,36°42.5′N,140°38.4′E,5 km,4.5,震度４
2011/04/23,08:02:57.2,茨城県沖,36°18.9′N,140°58.5′E,42 km,3.6,震度２
2011/04/23,07:32:58.5,茨城県北部,36°41.1′N,140°37.4′E,6 km,3.1,震度２
2011/04/23,06:33:04.8,熊本県熊本地方,33°01.7′N,130°44.0′E,12 km,3.1,震度２
2011/04/23,06:25:27.8,福島県浜通り,37°13.8′N,140°55.0′E,5 km,2.7,震度２
2011/04/23,04:44:17.4,福島県会津,36°56.9′N,139°25.6′E,4 km,3.4,震度２
2011/04/23,00:58:15.6,福島県沖,36°56.8′N,141°05.0′E,49 km,3.7,震度２
2011/04/23,00:25:16.1,福島県沖,37°10.1′N,141°11.6′E,21 km,5.4,震度５弱
2011/04/22,17:42:43.6,福島県沖,37°24.1′N,141°46.2′E,31 km,4.1,震度２
2011/04/22,15:35:22.7,千葉県北西部,35°30.2′N,140°08.4′E,24 km,4.1,震度３
2011/04/22,13:42:48.7,千葉県東方沖,35°42.8′N,140°56.9′E,10 km,3.8,震度２
2011/04/22,12:12:55.3,宮城県沖,38°31.8′N,141°48.8′E,50 km,4.4,震度２
2011/04/22,12:03:51.3,福島県浜通り,37°05.2′N,140°42.5′E,7 km,3.9,震度２
2011/04/22,10:17:31.4,茨城県北部,36°27.1′N,140°36.2′E,56 km,4.1,震度２
2011/04/22,06:33:43.3,茨城県北部,36°42.3′N,140°38.7′E,5 km,3.3,震度２
2011/04/22,06:28:46.3,茨城県北部,36°42.6′N,140°38.7′E,5 km,3.6,震度２
2011/04/22,06:22:20.1,茨城県北部,36°42.4′N,140°38.8′E,5 km,3.4,震度２
2011/04/22,05:28:43.3,茨城県沖,36°36.3′N,141°24.7′E,46 km,4.5,震度２
2011/04/22,03:55:23.6,長野県南部,35°51.1′N,137°39.0′E,10 km,3.2,震度２
2011/04/22,03:44:40.2,熊本県熊本地方,33°01.7′N,130°44.1′E,12 km,3.8,震度３
2011/04/22,03:09:45.2,福島県中通り,37°00.9′N,140°34.7′E,6 km,3.3,震度２
2011/04/22,01:15:16.6,福島県中通り,36°57.5′N,140°35.0′E,8 km,4.3,震度２
2011/04/22,01:11:16.9,福島県沖,37°30.6′N,141°27.1′E,48 km,5.6,震度４
2011/04/22,00:06:51.4,千葉県東方沖,35°40.6′N,140°44.1′E,47 km,4.4,震度２
2011/04/21,22:53:59.9,千葉県北東部,35°42.5′N,140°42.9′E,49 km,4.4,震度３
2011/04/21,22:49:02.1,岩手県沖,39°16.7′N,142°14.0′E,43 km,4.2,震度２
2011/04/21,22:47:11.1,千葉県東方沖,35°40.4′N,140°44.4′E,45 km,4.3,震度３
2011/04/21,22:37:02.1,千葉県東方沖,35°40.5′N,140°41.1′E,46 km,6.0,震度５弱
2011/04/21,17:18:13.0,宮城県沖,38°19.2′N,142°13.9′E,31 km,5.2,震度４
2011/04/21,15:06:01.6,福島県浜通り,37°02.7′N,140°47.6′E,8 km,3.4,震度２
2011/04/21,12:08:32.5,福島県沖,37°11.4′N,142°24.4′E,13 km,5.0,震度２
2011/04/21,10:54:40.5,三陸沖,40°18.6′N,143°39.0′E,11 km,6.0,震度２
2011/04/21,09:54:57.3,茨城県北部,36°42.5′N,140°38.3′E,4 km,3.0,震度２
2011/04/21,09:40:01.2,福島県沖,37°18.4′N,141°08.5′E,26 km,4.4,震度２
2011/04/21,09:39:01.5,三陸沖,40°19.7′N,143°40.7′E,10 km,5.7,震度２
2011/04/21,09:36:10.5,茨城県南部,35°47.6′N,140°45.4′E,6 km,3.8,震度２
2011/04/21,07:10:19.9,奄美大島近海,28°07.5′N,129°12.9′E,31 km,3.8,震度２
2011/04/21,05:51:55.5,福島県浜通り,37°04.0′N,140°41.9′E,8 km,4.3,震度３
2011/04/21,05:32:28.4,茨城県南部,36°10.6′N,140°03.1′E,51 km,3.7,震度２
2011/04/21,04:25:02.3,秋田県内陸南部,39°37.5′N,140°23.9′E,4 km,3.7,震度３
2011/04/21,04:04:23.8,福島県浜通り,36°53.3′N,140°42.3′E,10 km,3.8,震度３
2011/04/21,03:41:05.7,福島県浜通り,37°04.2′N,140°40.6′E,8 km,3.9,震度３
2011/04/21,01:33:20.6,宮城県沖,38°08.8′N,141°44.4′E,55 km,4.5,震度３
2011/04/21,00:29:45.2,茨城県沖,36°38.4′N,140°54.2′E,50 km,4.2,震度３
2011/04/21,00:29:07.5,淡路島付近,34°25.1′N,134°49.8′E,16 km,3.5,震度２
2011/04/21,00:00:23.9,福島県浜通り,37°02.1′N,140°50.5′E,9 km,3.8,震度２
2011/04/20,19:15:36.8,滋賀県北部,35°21.6′N,135°55.9′E,11 km,2.5,震度２
2011/04/20,18:27:19.2,秋田県内陸南部,39°37.3′N,140°37.2′E,4 km,3.8,震度３
2011/04/20,18:06:15.8,福島県沖,36°57.7′N,141°13.1′E,42 km,3.7,震度２
2011/04/20,17:30:25.2,茨城県沖,36°47.0′N,141°06.2′E,46 km,4.1,震度３
2011/04/20,15:05:17.8,岩手県沖,39°24.4′N,142°26.6′E,34 km,4.4,震度２
2011/04/20,10:00:53.1,福島県浜通り,37°05.2′N,140°49.4′E,5 km,2.9,震度２
2011/04/20,09:50:49.9,福島県浜通り,37°01.5′N,140°40.5′E,7 km,4.8,震度３
2011/04/20,09:39:23.6,福島県浜通り,36°56.5′N,140°39.1′E,5 km,3.9,震度２
2011/04/20,08:07:02.2,房総半島南方沖,34°07.2′N,140°14.8′E,84 km,5.0,震度２
2011/04/20,07:33:57.8,新潟県中越地方,37°02.2′N,138°42.6′E,8 km,2.6,震度３
2011/04/20,06:38:00.7,茨城県沖,36°26.8′N,140°55.5′E,33 km,4.0,震度３
2011/04/20,05:44:34.3,神奈川県西部,35°23.4′N,139°12.3′E,0 km,1.8,震度２
2011/04/20,05:20:55.3,茨城県沖,36°32.0′N,141°01.9′E,34 km,3.7,震度２
2011/04/20,04:29:22.9,福島県沖,37°02.7′N,141°09.7′E,47 km,4.4,震度３
2011/04/20,04:02:07.0,千葉県東方沖,35°26.9′N,140°55.1′E,26 km,4.2,震度２
2011/04/20,02:35:33.4,日向灘,32°10.4′N,131°59.0′E,30 km,3.7,震度２
2011/04/19,23:47:08.1,福島県沖,36°52.8′N,140°48.8′E,8 km,4.5,震度４
2011/04/19,23:35:36.5,福島県浜通り,36°58.3′N,140°45.4′E,10 km,3.5,震度２
2011/04/19,23:10:20.0,茨城県南部,36°10.1′N,139°48.4′E,53 km,5.0,震度４
2011/04/19,22:59:59.4,秋田県内陸南部,39°35.1′N,140°23.3′E,5 km,2.6,震度２
2011/04/19,22:22:53.0,秋田県内陸南部,39°37.3′N,140°37.2′E,4 km,2.6,震度２
2011/04/19,21:55:33.3,岩手県沖,40°04.6′N,142°06.7′E,48 km,4.3,震度４
2011/04/19,21:34:26.7,福島県浜通り,37°04.4′N,140°40.2′E,9 km,4.1,震度３
2011/04/19,15:53:32.7,福島県浜通り,37°01.0′N,140°39.0′E,7 km,4.6,震度３
2011/04/19,12:59:52.6,茨城県沖,36°44.8′N,140°48.2′E,14 km,3.9,震度２
2011/04/19,12:11:01.6,静岡県東部,35°18.1′N,138°42.7′E,12 km,3.3,震度２
2011/04/19,12:10:08.6,福島県浜通り,37°05.9′N,140°50.0′E,8 km,2.9,震度２
2011/04/19,11:49:47.0,秋田県内陸南部,39°34.2′N,140°23.2′E,5 km,2.3,震度２
2011/04/19,09:46:55.8,茨城県南部,36°05.3′N,140°00.7′E,67 km,3.6,震度２
2011/04/19,09:06:54.5,福島県沖,37°45.7′N,141°38.2′E,54 km,3.9,震度２
2011/04/19,08:47:33.6,新潟県中越地方,36°58.9′N,138°36.1′E,10 km,3.0,震度２
2011/04/19,07:57:20.1,福島県会津,37°45.4′N,139°56.2′E,3 km,3.2,震度２
2011/04/19,07:09:26.8,秋田県内陸南部,39°34.7′N,140°23.5′E,6 km,3.0,震度２
2011/04/19,06:33:51.0,茨城県沖,36°42.8′N,141°28.0′E,37 km,4.8,震度３
2011/04/19,04:41:44.6,新潟県中越地方,37°01.1′N,138°41.6′E,9 km,2.6,震度２
2011/04/19,04:27:36.7,秋田県内陸南部,39°34.8′N,140°23.6′E,6 km,2.6,震度２
2011/04/19,04:17:07.0,秋田県内陸南部,39°36.5′N,140°23.1′E,5 km,3.0,震度２
2011/04/19,04:14:27.2,秋田県内陸南部,39°36.1′N,140°23.2′E,6 km,4.9,震度５弱
2011/04/19,03:02:34.7,三陸沖,39°26.6′N,142°53.2′E,23 km,4.8,震度２
2011/04/19,02:37:07.7,神奈川県東部,35°33.2′N,139°40.0′E,84 km,4.2,震度３
2011/04/19,02:26:06.2,青森県東方沖,41°29.0′N,142°00.3′E,63 km,4.0,震度２
2011/04/19,01:20:20.1,福島県沖,37°25.4′N,141°17.3′E,33 km,3.9,震度２
2011/04/19,00:43:47.1,千葉県東方沖,35°28.9′N,140°51.6′E,24 km,3.8,震度２
2011/04/19,00:07:55.9,福島県浜通り,37°13.7′N,140°56.0′E,7 km,4.1,震度３
2011/04/18,23:58:12.6,福島県沖,36°52.7′N,140°48.6′E,8 km,3.5,震度２
2011/04/18,22:03:21.0,岩手県沖,40°10.1′N,142°22.6′E,37 km,4.6,震度２
2011/04/18,19:56:05.3,宮城県沖,38°31.2′N,141°50.1′E,48 km,4.1,震度２
2011/04/18,18:58:34.6,大分県中部,33°16.4′N,131°23.8′E,9 km,2.7,震度２
2011/04/18,17:44:36.6,福島県浜通り,36°56.7′N,140°38.1′E,7 km,4.1,震度２
2011/04/18,17:16:29.3,滋賀県北部,35°23.4′N,136°17.3′E,38 km,3.6,震度２
2011/04/18,17:01:59.7,福島県沖,37°10.3′N,141°14.5′E,29 km,4.4,震度３
2011/04/18,16:21:09.0,茨城県沖,36°25.6′N,141°06.2′E,46 km,4.1,震度２
2011/04/18,14:54:25.3,福島県浜通り,37°01.0′N,140°41.4′E,10 km,3.6,震度２
2011/04/18,14:11:43.2,茨城県北部,36°43.6′N,140°36.5′E,7 km,3.8,震度２
2011/04/18,13:07:28.7,宮崎県北部山沿い,32°46.4′N,131°18.9′E,13 km,3.6,震度２
2011/04/18,11:08:13.5,福島県中通り,37°05.2′N,140°39.5′E,8 km,4.2,震度４
2011/04/18,10:30:36.6,福島県浜通り,37°08.2′N,140°48.1′E,7 km,3.0,震度３
2011/04/18,09:47:55.8,静岡県東部,35°19.2′N,138°44.0′E,14 km,2.9,震度２
2011/04/18,05:20:34.3,茨城県沖,36°34.0′N,141°16.9′E,42 km,4.2,震度２
2011/04/18,03:33:41.8,福島県浜通り,37°00.7′N,140°42.2′E,10 km,4.1,震度３
2011/04/18,03:20:30.6,長野県北部,36°57.6′N,138°33.2′E,6 km,2.8,震度３
2011/04/18,03:08:48.8,千葉県北西部,35°47.6′N,140°06.7′E,65 km,4.4,震度３
2011/04/18,02:29:11.2,福島県浜通り,37°05.7′N,140°50.1′E,6 km,2.6,震度２
2011/04/18,01:56:48.2,宮城県沖,38°44.6′N,142°14.0′E,38 km,4.1,震度２
2011/04/18,01:56:45.7,茨城県沖,36°10.8′N,141°01.1′E,38 km,4.0,震度２
2011/04/18,01:48:00.6,福島県沖,37°24.4′N,141°31.8′E,40 km,4.4,震度２
2011/04/18,01:22:20.4,長野県北部,36°54.6′N,138°33.6′E,0 km,2.7,震度２
2011/04/18,00:47:28.6,福島県沖,36°59.8′N,141°16.8′E,29 km,4.8,震度３
2011/04/18,00:28:16.3,福島県浜通り,37°05.7′N,140°50.2′E,4 km,2.4,震度２
2011/04/17,23:57:26.1,福島県浜通り,37°05.7′N,140°50.1′E,5 km,2.7,震度２
2011/04/17,23:46:52.0,福島県浜通り,37°05.6′N,140°50.0′E,7 km,4.5,震度４
2011/04/17,23:42:25.9,福島県浜通り,37°01.4′N,140°40.6′E,7 km,3.8,震度２
2011/04/17,23:10:17.2,茨城県北部,36°44.7′N,140°35.2′E,8 km,4.0,震度３
2011/04/17,21:51:42.5,福島県浜通り,37°03.9′N,140°43.8′E,8 km,4.6,震度３
2011/04/17,21:14:13.8,新潟県中越地方,37°02.3′N,138°42.3′E,9 km,2.4,震度２
2011/04/17,20:56:17.9,茨城県南部,36°09.6′N,140°04.3′E,50 km,3.1,震度２
2011/04/17,19:07:14.9,福島県浜通り,37°05.5′N,140°43.2′E,8 km,3.1,震度２
2011/04/17,17:03:47.0,福島県浜通り,37°05.2′N,140°42.9′E,9 km,4.3,震度３
2011/04/17,16:12:50.4,福島県沖,37°24.4′N,141°24.3′E,47 km,4.3,震度２
2011/04/17,16:06:04.9,宮城県沖,38°53.3′N,141°58.3′E,50 km,3.9,震度２
2011/04/17,15:49:22.8,千葉県北東部,35°52.0′N,140°27.8′E,35 km,4.6,震度３
2011/04/17,15:21:41.7,福島県中通り,37°04.1′N,140°36.4′E,6 km,3.3,震度２
2011/04/17,14:45:33.1,新潟県中越地方,37°01.2′N,138°41.8′E,9 km,2.3,震度２
2011/04/17,14:38:47.7,福島県浜通り,37°00.6′N,140°40.8′E,7 km,4.5,震度３
2011/04/17,13:38:59.5,千葉県北東部,35°52.0′N,140°28.2′E,35 km,4.5,震度３
2011/04/17,13:23:57.6,宮城県沖,38°24.1′N,141°54.3′E,59 km,4.3,震度３
2011/04/17,13:23:22.7,茨城県沖,36°16.1′N,140°46.9′E,37 km,4.0,震度２
2011/04/17,12:43:59.0,茨城県北部,36°51.6′N,140°35.1′E,9 km,3.7,震度２
2011/04/17,10:37:51.1,宮城県沖,38°39.0′N,142°22.2′E,38 km,4.8,震度３
2011/04/17,08:01:23.1,福島県中通り,37°00.9′N,140°35.3′E,7 km,3.5,震度２
2011/04/17,06:29:39.1,宮城県沖,38°19.1′N,141°48.4′E,58 km,3.9,震度２
2011/04/17,06:00:23.1,福島県浜通り,37°05.9′N,140°49.0′E,6 km,3.1,震度２
2011/04/17,05:54:09.9,宮城県沖,38°38.3′N,141°53.3′E,49 km,4.0,震度２
2011/04/17,05:21:32.5,茨城県沖,36°10.7′N,140°58.2′E,52 km,4.7,震度３
2011/04/17,05:19:16.4,福島県浜通り,37°05.8′N,140°49.7′E,8 km,4.5,震度３
2011/04/17,05:01:33.0,新潟県中越地方,37°01.7′N,138°41.5′E,9 km,2.7,震度２
2011/04/17,04:17:52.1,新潟県中越地方,37°02.0′N,138°41.6′E,8 km,3.2,震度３
2011/04/17,01:21:18.0,宮城県沖,38°40.8′N,141°37.6′E,55 km,3.8,震度２
2011/04/17,01:13:51.8,新潟県中越地方,37°01.1′N,138°41.8′E,8 km,2.7,震度３
2011/04/17,01:05:38.1,新潟県中越地方,37°01.2′N,138°42.6′E,8 km,2.8,震度３
2011/04/17,00:56:22.4,新潟県中越地方,37°01.3′N,138°41.3′E,8 km,4.9,震度５弱
2011/04/17,00:14:18.6,茨城県北部,36°52.6′N,140°41.6′E,7 km,3.9,震度２
2011/04/16,22:36:38.0,岩手県沖,39°38.4′N,142°06.1′E,48 km,3.8,震度２
2011/04/16,22:01:20.9,宮城県沖,38°44.0′N,142°11.4′E,39 km,3.8,震度２
2011/04/16,20:32:43.0,茨城県沖,36°31.4′N,141°01.7′E,36 km,3.9,震度２
2011/04/16,19:50:49.0,岐阜県飛騨地方,36°03.2′N,137°34.5′E,10 km,3.4,震度２
2011/04/16,19:47:01.9,新潟県中越地方,37°02.9′N,138°44.7′E,0 km,2.1,震度２
2011/04/16,18:45:15.4,長崎県南西部,32°52.8′N,129°46.0′E,9 km,2.7,震度２
