地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
2011/04/16,18:34:59.9,福島県中通り,36°58.4′N,140°18.9′E,86 km,3.5,震度２
2011/04/16,18:08:22.0,福島県浜通り,37°06.5′N,140°47.1′E,6 km,2.6,震度２
2011/04/16,17:23:32.4,福島県浜通り,37°05.4′N,140°51.3′E,7 km,3.1,震度２
2011/04/16,16:29:55.1,福島県中通り,37°01.6′N,140°36.8′E,15 km,4.1,震度３
2011/04/16,16:24:38.0,福島県浜通り,36°56.5′N,140°44.7′E,14 km,3.6,震度２
2011/04/16,16:20:21.0,宮城県沖,38°18.2′N,141°54.2′E,47 km,4.1,震度２
2011/04/16,13:19:54.2,福島県沖,37°37.9′N,141°34.6′E,46 km,4.4,震度３
2011/04/16,12:22:40.2,宮城県沖,38°14.9′N,141°50.5′E,60 km,4.1,震度２
2011/04/16,11:19:31.6,茨城県南部,36°20.4′N,139°56.7′E,79 km,5.9,震度５強
2011/04/16,10:11:11.3,石垣島北西沖,25°12.5′N,124°01.4′E,137 km,5.8,震度２
2011/04/16,06:10:32.6,福島県沖,37°17.3′N,142°30.4′E,0 km,5.1,震度２
2011/04/16,05:03:31.4,秋田県内陸南部,39°31.5′N,140°25.2′E,9 km,2.5,震度２
2011/04/16,04:27:04.2,岩手県沖,40°11.0′N,142°36.2′E,27 km,4.6,震度２
2011/04/16,02:07:55.9,宮城県沖,38°19.6′N,141°53.2′E,64 km,4.1,震度２
2011/04/16,01:04:56.2,福島県中通り,37°02.6′N,140°18.1′E,4 km,2.4,震度２
2011/04/15,23:48:13.7,福島県浜通り,37°08.2′N,140°52.1′E,8 km,3.5,震度２
2011/04/15,23:34:23.7,岩手県沖,39°10.0′N,142°25.3′E,31 km,5.0,震度３
2011/04/15,22:44:23.6,福島県沖,37°03.9′N,141°08.5′E,51 km,4.1,震度３
2011/04/15,21:53:04.2,福島県沖,37°24.7′N,141°29.2′E,19 km,4.7,震度３
2011/04/15,21:43:05.3,岩手県沖,40°19.3′N,142°19.3′E,36 km,4.1,震度２
2011/04/15,17:27:00.4,福島県浜通り,36°56.0′N,140°39.3′E,9 km,3.8,震度２
2011/04/15,16:03:54.5,長野県北部,36°49.4′N,138°37.1′E,1 km,3.5,震度２
2011/04/15,14:53:16.6,茨城県北部,36°41.5′N,140°37.9′E,5 km,3.2,震度２
2011/04/15,14:15:03.4,福島県浜通り,37°00.3′N,140°41.7′E,7 km,3.7,震度２
2011/04/15,12:10:10.9,福島県会津,37°45.9′N,140°00.9′E,7 km,3.2,震度２
2011/04/15,11:58:52.7,福島県中通り,37°02.0′N,140°37.3′E,8 km,4.0,震度２
2011/04/15,08:31:49.0,岩手県沖,39°02.9′N,142°26.1′E,34 km,4.3,震度３
2011/04/15,07:55:34.0,秋田県内陸南部,39°36.5′N,140°38.3′E,4 km,3.0,震度２
2011/04/15,07:00:27.3,岩手県沖,39°04.4′N,142°23.5′E,31 km,4.1,震度２
2011/04/15,05:00:44.2,福島県沖,37°12.4′N,141°13.4′E,31 km,4.2,震度３
2011/04/15,04:47:43.9,茨城県北部,36°42.1′N,140°33.9′E,7 km,3.5,震度２
2011/04/15,04:07:43.8,福島県浜通り,36°57.1′N,140°40.4′E,6 km,3.8,震度２
2011/04/15,03:15:11.5,長野県北部,36°58.4′N,138°35.8′E,8 km,3.2,震度３
2011/04/15,02:12:39.8,福島県浜通り,37°05.4′N,140°50.6′E,8 km,2.8,震度２
2011/04/14,23:50:20.2,福島県浜通り,37°05.8′N,140°50.1′E,5 km,3.0,震度３
2011/04/14,21:24:06.6,福島県浜通り,37°05.1′N,140°49.2′E,6 km,3.9,震度３
2011/04/14,21:17:36.9,茨城県北部,36°42.8′N,140°38.0′E,7 km,3.6,震度２
2011/04/14,20:46:49.9,福島県中通り,37°01.4′N,140°35.3′E,9 km,4.1,震度３
2011/04/14,20:24:30.8,福島県浜通り,37°07.1′N,140°46.3′E,9 km,4.4,震度３
2011/04/14,20:02:27.6,茨城県北部,36°50.7′N,140°35.5′E,9 km,4.2,震度３
2011/04/14,19:32:32.1,三陸沖,39°47.3′N,143°25.5′E,32 km,5.0,震度３
2011/04/14,18:56:59.8,宮城県沖,38°23.5′N,141°45.4′E,57 km,4.1,震度２
2011/04/14,18:31:06.6,福島県浜通り,37°08.4′N,140°52.5′E,7 km,3.6,震度２
2011/04/14,17:47:12.4,茨城県沖,36°34.5′N,141°45.5′E,34 km,4.5,震度２
2011/04/14,17:14:51.7,福島県浜通り,36°57.3′N,140°41.5′E,11 km,3.9,震度２
2011/04/14,16:32:00.5,福島県沖,37°09.8′N,141°24.0′E,44 km,4.0,震度３
2011/04/14,15:09:06.1,福島県浜通り,37°08.1′N,140°49.9′E,7 km,3.2,震度２
2011/04/14,12:08:58.3,福島県浜通り,36°59.0′N,140°46.3′E,11 km,5.4,震度４
2011/04/14,12:04:06.5,栃木県南部,36°25.1′N,139°51.1′E,84 km,3.5,震度２
2011/04/14,11:24:09.9,福島県浜通り,36°57.1′N,140°39.9′E,7 km,3.9,震度２
2011/04/14,10:06:48.7,宮城県沖,38°33.8′N,141°36.1′E,54 km,4.1,震度３
2011/04/14,10:02:13.5,福島県浜通り,37°00.9′N,140°37.2′E,7 km,3.7,震度２
2011/04/14,09:10:06.7,宮城県沖,38°20.7′N,142°14.8′E,35 km,4.2,震度２
2011/04/14,08:43:41.4,福島県中通り,37°04.3′N,140°38.9′E,15 km,3.8,震度２
2011/04/14,08:05:30.1,福島県沖,37°07.0′N,141°15.8′E,27 km,3.7,震度２
2011/04/14,08:01:16.4,茨城県北部,36°46.3′N,140°34.5′E,9 km,3.7,震度２
2011/04/14,07:35:49.7,茨城県北部,36°46.7′N,140°34.3′E,9 km,5.1,震度４
2011/04/14,06:43:07.1,福島県浜通り,36°59.7′N,140°36.2′E,9 km,4.1,震度３
2011/04/14,05:39:33.4,福島県沖,37°25.2′N,141°16.1′E,31 km,4.1,震度３
2011/04/14,05:32:20.0,三陸沖,39°38.8′N,143°27.9′E,33 km,5.7,震度２
2011/04/14,05:02:29.9,三陸沖,39°34.3′N,143°28.7′E,15 km,5.3,震度２
2011/04/14,04:57:18.5,三陸沖,39°38.8′N,143°48.5′E,0 km,6.3,震度３
2011/04/14,03:57:01.4,茨城県沖,36°46.0′N,141°01.9′E,48 km,4.0,震度２
2011/04/14,02:41:11.9,福島県中通り,37°02.8′N,140°36.7′E,5 km,3.6,震度２
2011/04/13,23:04:13.6,福島県浜通り,37°03.5′N,140°40.1′E,13 km,3.9,震度２
2011/04/13,21:58:31.4,千葉県東方沖,35°28.9′N,140°50.7′E,25 km,4.2,震度２
2011/04/13,21:58:19.0,福島県沖,37°13.5′N,141°11.9′E,14 km,4.5,震度３
2011/04/13,21:48:10.5,宮城県沖,38°26.1′N,142°09.6′E,33 km,4.2,震度２
2011/04/13,21:00:42.9,福島県浜通り,37°06.1′N,140°51.4′E,7 km,2.8,震度２
2011/04/13,20:58:49.4,福島県浜通り,37°00.5′N,140°38.7′E,15 km,3.5,震度２
2011/04/13,19:45:04.3,福島県沖,37°21.4′N,141°17.1′E,35 km,3.7,震度２
2011/04/13,18:05:46.6,福島県浜通り,36°58.6′N,140°44.1′E,11 km,3.2,震度２
2011/04/13,17:44:49.6,福島県沖,37°13.1′N,141°11.2′E,35 km,3.5,震度２
2011/04/13,17:26:06.9,宮城県沖,38°37.7′N,141°55.7′E,48 km,4.2,震度２
2011/04/13,15:35:54.4,福島県浜通り,36°57.5′N,140°41.3′E,11 km,3.5,震度２
2011/04/13,15:09:35.4,茨城県北部,36°42.2′N,140°38.2′E,7 km,3.4,震度２
2011/04/13,14:52:21.9,福島県中通り,37°05.1′N,140°39.2′E,14 km,4.1,震度３
2011/04/13,14:48:58.7,千葉県東方沖,35°28.7′N,140°51.4′E,25 km,3.9,震度２
2011/04/13,13:36:52.3,福島県浜通り,37°07.1′N,140°42.1′E,7 km,3.4,震度２
2011/04/13,12:16:57.8,茨城県沖,36°04.4′N,141°08.5′E,43 km,4.2,震度２
2011/04/13,11:46:05.4,岩手県沖,40°05.0′N,141°56.0′E,8 km,4.0,震度２
2011/04/13,10:07:58.0,福島県浜通り,36°54.9′N,140°42.4′E,5 km,5.7,震度５弱
2011/04/13,08:54:15.1,宮城県沖,38°16.4′N,141°52.4′E,61 km,4.5,震度３
2011/04/13,08:36:20.2,千葉県東方沖,35°29.2′N,140°52.7′E,27 km,5.3,震度３
2011/04/13,07:55:17.6,福島県浜通り,37°02.1′N,140°41.2′E,9 km,3.8,震度２
2011/04/13,07:54:14.3,福島県沖,37°44.6′N,142°03.0′E,34 km,4.1,震度２
2011/04/13,07:35:50.4,福島県浜通り,36°56.7′N,140°38.6′E,10 km,3.8,震度２
2011/04/13,06:07:46.5,茨城県沖,36°33.0′N,140°53.9′E,49 km,3.8,震度２
2011/04/13,05:47:36.2,福島県浜通り,36°58.7′N,140°36.2′E,8 km,3.9,震度２
2011/04/13,04:37:48.4,岩手県沖,39°20.6′N,142°03.8′E,48 km,5.5,震度４
2011/04/13,04:34:39.9,福島県中通り,37°04.3′N,140°38.8′E,15 km,3.8,震度３
2011/04/13,04:29:34.3,福島県中通り,37°02.5′N,140°37.5′E,8 km,3.4,震度２
2011/04/13,04:04:50.5,福島県沖,36°52.5′N,140°48.7′E,7 km,4.0,震度２
2011/04/13,04:02:15.5,福島県浜通り,36°56.7′N,140°37.9′E,7 km,4.5,震度３
2011/04/13,03:47:53.7,福島県浜通り,37°03.9′N,140°40.1′E,13 km,4.0,震度３
2011/04/13,03:04:10.6,茨城県沖,36°17.6′N,140°56.6′E,46 km,3.5,震度２
2011/04/13,02:13:16.5,福島県浜通り,37°06.4′N,140°48.3′E,9 km,3.0,震度２
2011/04/13,01:59:59.0,千葉県東方沖,35°27.1′N,140°56.0′E,24 km,4.0,震度２
2011/04/13,01:59:57.0,福島県中通り,37°06.0′N,140°39.5′E,12 km,3.6,震度２
2011/04/13,00:09:50.4,福島県浜通り,37°02.3′N,140°44.6′E,9 km,3.7,震度２
2011/04/12,23:55:18.9,千葉県東方沖,35°31.0′N,140°52.5′E,24 km,4.4,震度２
2011/04/12,23:48:21.7,福島県会津,37°44.4′N,139°55.8′E,10 km,3.1,震度２
2011/04/12,22:25:59.2,福島県浜通り,37°03.2′N,140°40.4′E,12 km,3.7,震度２
2011/04/12,22:07:31.6,長野県北部,36°48.7′N,138°37.2′E,0 km,3.5,震度２
2011/04/12,22:04:20.1,福島県浜通り,36°57.9′N,140°41.2′E,10 km,3.6,震度２
2011/04/12,21:33:50.6,福島県中通り,37°01.7′N,140°37.3′E,6 km,3.8,震度２
2011/04/12,20:47:03.4,茨城県南部,36°07.6′N,140°02.9′E,49 km,3.7,震度２
2011/04/12,20:00:53.5,福島県中通り,37°03.8′N,140°38.3′E,15 km,3.8,震度３
2011/04/12,19:15:34.7,福島県浜通り,37°09.0′N,140°49.2′E,10 km,4.5,震度４
2011/04/12,18:16:51.8,福島県浜通り,37°01.3′N,140°41.8′E,10 km,3.6,震度２
2011/04/12,18:14:27.8,長野県北部,36°49.8′N,138°36.3′E,5 km,3.6,震度２
2011/04/12,17:51:21.7,福島県浜通り,37°07.0′N,140°51.2′E,6 km,2.5,震度２
2011/04/12,17:48:25.4,福島県浜通り,37°01.6′N,140°41.3′E,10 km,4.9,震度４
2011/04/12,17:14:28.3,秋田県内陸北部,40°15.4′N,140°22.1′E,12 km,3.5,震度２
2011/04/12,16:49:20.1,福島県浜通り,37°02.3′N,140°40.2′E,8 km,3.9,震度２
2011/04/12,16:47:16.4,福島県浜通り,37°02.8′N,140°46.9′E,11 km,4.4,震度３
2011/04/12,16:14:59.5,長野県北部,36°49.9′N,138°34.1′E,1 km,4.6,震度４
2011/04/12,16:14:19.4,福島県浜通り,37°06.2′N,140°51.6′E,7 km,3.1,震度２
2011/04/12,15:23:18.6,福島県浜通り,37°00.7′N,140°39.9′E,8 km,3.9,震度２
2011/04/12,15:00:13.6,福島県浜通り,36°58.6′N,140°43.6′E,11 km,3.4,震度２
2011/04/12,14:49:48.4,福島県浜通り,37°00.2′N,140°37.8′E,6 km,3.8,震度２
2011/04/12,14:42:20.4,福島県中通り,37°04.6′N,140°38.4′E,6 km,4.1,震度２
2011/04/12,14:32:47.1,福島県中通り,37°05.9′N,140°39.2′E,15 km,4.0,震度４
2011/04/12,14:26:33.2,福島県浜通り,37°02.5′N,140°39.1′E,14 km,4.8,震度４
2011/04/12,14:15:06.5,福島県浜通り,37°03.2′N,140°40.4′E,13 km,4.5,震度３
2011/04/12,14:12:11.6,長野県北部,36°48.0′N,138°35.3′E,0 km,3.7,震度２
2011/04/12,14:10:43.8,福島県浜通り,37°01.7′N,140°40.5′E,11 km,4.3,震度３
2011/04/12,14:07:42.2,福島県中通り,37°03.1′N,140°38.6′E,15 km,6.4,震度６弱
2011/04/12,13:59:37.1,千葉県東方沖,35°29.4′N,140°48.4′E,25 km,4.1,震度２
2011/04/12,13:58:34.3,福島県浜通り,37°07.9′N,140°47.6′E,8 km,3.2,震度２
2011/04/12,13:43:55.8,福島県浜通り,37°06.9′N,140°50.1′E,6 km,2.8,震度２
2011/04/12,13:32:56.6,福島県浜通り,36°56.3′N,140°38.8′E,11 km,4.0,震度２
2011/04/12,12:50:34.0,福島県浜通り,37°07.2′N,140°46.4′E,9 km,2.5,震度２
2011/04/12,12:33:19.1,千葉県東方沖,35°31.5′N,140°58.8′E,27 km,3.8,震度２
2011/04/12,12:20:55.5,福島県浜通り,37°00.6′N,140°40.8′E,5 km,3.9,震度２
2011/04/12,12:20:33.3,千葉県東方沖,35°30.5′N,140°53.4′E,23 km,3.8,震度２
2011/04/12,11:23:44.0,千葉県東方沖,35°28.8′N,140°51.1′E,25 km,4.2,震度３
2011/04/12,11:18:17.9,福島県浜通り,37°08.1′N,140°48.4′E,8 km,3.3,震度２
2011/04/12,11:15:39.5,福島県中通り,37°06.2′N,140°37.5′E,13 km,3.5,震度２
2011/04/12,11:13:50.0,福島県浜通り,37°01.3′N,140°40.9′E,10 km,4.2,震度３
2011/04/12,11:09:43.3,福島県浜通り,36°59.5′N,140°35.5′E,10 km,3.3,震度２
2011/04/12,11:06:47.3,福島県中通り,37°06.0′N,140°36.9′E,13 km,3.7,震度２
2011/04/12,11:03:52.7,岩手県沖,40°21.3′N,142°11.2′E,45 km,3.7,震度２
2011/04/12,10:33:10.5,福島県沖,37°17.0′N,141°24.9′E,44 km,4.2,震度３
2011/04/12,10:30:39.9,長野県北部,36°49.0′N,138°37.0′E,0 km,3.1,震度２
2011/04/12,10:23:50.8,千葉県東方沖,35°28.1′N,140°51.6′E,24 km,4.2,震度２
2011/04/12,10:15:56.3,福島県浜通り,37°05.5′N,140°50.8′E,8 km,2.6,震度２
2011/04/12,09:49:51.4,福島県浜通り,37°00.9′N,140°36.5′E,10 km,3.7,震度２
2011/04/12,09:46:43.7,福島県浜通り,36°58.9′N,140°45.4′E,11 km,4.1,震度３
2011/04/12,09:46:04.1,福島県浜通り,36°58.9′N,140°45.0′E,11 km,3.3,震度２
2011/04/12,09:34:53.2,福島県浜通り,37°06.3′N,140°46.5′E,8 km,3.0,震度２
2011/04/12,09:21:47.5,福島県浜通り,37°06.8′N,140°46.5′E,9 km,3.6,震度３
2011/04/12,09:20:09.6,千葉県東方沖,35°25.1′N,140°59.5′E,23 km,3.9,震度２
2011/04/12,09:13:10.9,長野県北部,36°48.8′N,138°37.2′E,0 km,3.3,震度２
2011/04/12,09:09:28.8,福島県浜通り,37°01.7′N,140°41.6′E,11 km,4.2,震度３
2011/04/12,09:04:47.7,福島県浜通り,36°58.8′N,140°36.4′E,10 km,3.9,震度２
2011/04/12,08:48:14.7,福島県浜通り,37°01.8′N,140°41.5′E,11 km,4.7,震度４
2011/04/12,08:46:38.0,千葉県東方沖,35°27.2′N,140°54.3′E,23 km,3.9,震度２
2011/04/12,08:29:51.9,福島県浜通り,37°02.1′N,140°41.6′E,11 km,3.5,震度２
2011/04/12,08:24:21.2,長野県北部,36°49.1′N,138°36.4′E,0 km,3.9,震度３
2011/04/12,08:22:34.8,福島県浜通り,37°01.5′N,140°41.6′E,11 km,3.9,震度２
2011/04/12,08:08:15.8,千葉県東方沖,35°28.9′N,140°52.0′E,26 km,6.4,震度５弱
2011/04/12,08:03:14.3,福島県浜通り,36°58.1′N,140°41.9′E,11 km,4.0,震度２
2011/04/12,08:02:01.2,福島県浜通り,36°58.0′N,140°48.5′E,10 km,3.9,震度３
2011/04/12,07:45:32.3,宮城県沖,38°37.1′N,141°53.7′E,48 km,4.2,震度２
2011/04/12,07:32:51.4,長野県北部,36°49.8′N,138°35.0′E,0 km,4.7,震度３
2011/04/12,07:27:28.9,長野県北部,36°50.1′N,138°35.1′E,5 km,3.8,震度２
2011/04/12,07:26:16.8,長野県北部,36°49.1′N,138°36.3′E,0 km,5.6,震度５弱
2011/04/12,07:22:47.5,福島県浜通り,36°57.9′N,140°42.7′E,10 km,3.9,震度２
2011/04/12,07:03:17.2,福島県浜通り,37°00.5′N,140°36.7′E,9 km,4.3,震度３
2011/04/12,06:21:18.7,宮城県沖,38°53.5′N,141°58.9′E,51 km,4.2,震度２
2011/04/12,06:18:21.7,福島県浜通り,37°03.1′N,140°44.1′E,10 km,3.9,震度２
2011/04/12,06:03:37.2,宮城県沖,38°25.8′N,141°49.1′E,54 km,4.1,震度３
2011/04/12,05:55:10.5,福島県浜通り,37°02.4′N,140°41.2′E,11 km,3.6,震度２
2011/04/12,05:46:41.8,福島県浜通り,37°05.7′N,140°41.8′E,9 km,3.3,震度２
2011/04/12,05:42:59.7,福島県浜通り,37°01.1′N,140°38.0′E,8 km,3.6,震度２
2011/04/12,05:31:32.7,福島県浜通り,36°54.8′N,140°43.0′E,6 km,3.6,震度２
2011/04/12,05:27:21.8,福島県浜通り,36°58.3′N,140°36.1′E,10 km,3.9,震度３
2011/04/12,05:03:43.4,福島県浜通り,36°56.4′N,140°40.3′E,6 km,4.4,震度３
2011/04/12,05:00:04.2,福島県浜通り,37°03.9′N,140°41.0′E,10 km,3.8,震度２
2011/04/12,04:43:48.0,福島県中通り,37°04.6′N,140°36.6′E,9 km,3.8,震度３
2011/04/12,03:38:48.0,福島県浜通り,37°00.7′N,140°36.6′E,9 km,3.4,震度２
2011/04/12,03:31:53.3,福島県浜通り,37°08.0′N,140°48.0′E,8 km,2.7,震度２
2011/04/12,03:27:08.4,福島県中通り,37°04.2′N,140°38.8′E,7 km,4.3,震度３
2011/04/12,03:15:17.2,福島県浜通り,37°08.2′N,140°47.6′E,6 km,4.3,震度３
2011/04/12,02:55:34.5,福島県浜通り,36°58.4′N,140°37.4′E,10 km,3.5,震度２
2011/04/12,02:53:33.3,福島県沖,37°40.1′N,144°24.4′E,47 km,5.4,震度２
2011/04/12,02:38:24.0,福島県浜通り,36°59.1′N,140°44.8′E,11 km,3.3,震度２
2011/04/12,02:21:00.5,福島県浜通り,37°00.1′N,140°36.5′E,9 km,4.3,震度３
2011/04/12,02:18:05.0,福島県浜通り,36°59.2′N,140°38.0′E,19 km,4.1,震度３
2011/04/12,01:49:17.6,福島県中通り,37°03.9′N,140°36.3′E,8 km,4.3,震度３
2011/04/12,01:45:26.5,茨城県北部,36°42.2′N,140°34.4′E,4 km,3.7,震度２
2011/04/12,01:24:01.1,長野県北部,36°57.5′N,138°34.4′E,6 km,2.2,震度２
2011/04/12,01:23:52.5,福島県浜通り,36°58.8′N,140°42.1′E,11 km,3.8,震度２
2011/04/12,01:22:58.3,長野県北部,36°57.6′N,138°34.7′E,7 km,2.7,震度３
2011/04/12,01:19:19.7,福島県中通り,37°05.9′N,140°39.7′E,15 km,4.0,震度３
2011/04/12,00:57:55.8,福島県浜通り,37°03.7′N,140°39.2′E,11 km,5.0,震度４
2011/04/12,00:56:48.3,福島県浜通り,36°59.2′N,140°38.6′E,9 km,2.8,震度３
2011/04/12,00:55:13.0,福島県浜通り,37°00.2′N,140°43.4′E,11 km,4.1,震度２
2011/04/12,00:43:14.3,福島県浜通り,36°56.6′N,140°39.0′E,11 km,4.5,震度３
2011/04/12,00:26:29.5,福島県浜通り,37°00.5′N,140°40.7′E,8 km,4.0,震度２
2011/04/12,00:24:23.6,福島県中通り,37°05.9′N,140°36.8′E,13 km,3.7,震度２
2011/04/12,00:21:38.9,福島県中通り,36°50.4′N,140°30.8′E,7 km,4.8,震度３
2011/04/11,23:26:03.3,福島県中通り,37°05.6′N,140°38.8′E,16 km,3.7,震度３
2011/04/11,23:19:17.2,福島県中通り,37°01.0′N,140°37.1′E,10 km,3.7,震度２
2011/04/11,23:12:06.7,福島県浜通り,37°01.9′N,140°41.9′E,10 km,3.4,震度２
2011/04/11,23:08:48.2,福島県浜通り,37°01.0′N,140°40.5′E,9 km,4.3,震度２
2011/04/11,23:07:08.0,福島県浜通り,36°53.3′N,140°42.1′E,9 km,3.7,震度２
2011/04/11,23:05:59.5,新潟県中越地方,37°00.4′N,138°39.9′E,10 km,2.2,震度２
2011/04/11,23:02:05.8,福島県浜通り,36°54.3′N,140°40.9′E,8 km,4.1,震度２
2011/04/11,22:59:50.6,福島県浜通り,36°56.6′N,140°40.2′E,7 km,4.2,震度２
2011/04/11,22:46:06.7,長野県北部,36°49.7′N,138°34.9′E,0 km,3.8,震度３
2011/04/11,22:24:29.7,福島県浜通り,36°58.3′N,140°36.9′E,11 km,3.9,震度３
2011/04/11,22:21:20.1,福島県浜通り,36°57.1′N,140°36.6′E,17 km,4.0,震度３
2011/04/11,22:09:33.3,福島県中通り,37°03.3′N,140°17.3′E,8 km,3.0,震度２
2011/04/11,22:05:40.2,福島県浜通り,37°01.1′N,140°41.4′E,11 km,4.7,震度４
2011/04/11,21:59:49.8,福島県浜通り,36°55.0′N,140°42.9′E,10 km,3.8,震度２
2011/04/11,21:52:44.5,福島県浜通り,36°54.5′N,140°38.5′E,19 km,3.8,震度２
2011/04/11,21:47:20.0,福島県浜通り,36°56.8′N,140°40.6′E,7 km,4.3,震度２
2011/04/11,21:16:26.9,福島県浜通り,36°58.8′N,140°38.8′E,10 km,3.9,震度２
2011/04/11,21:15:31.9,福島県浜通り,37°02.4′N,140°42.2′E,8 km,3.6,震度２
2011/04/11,21:06:17.1,福島県浜通り,36°57.2′N,140°37.2′E,9 km,4.0,震度２
2011/04/11,20:53:53.7,福島県浜通り,36°57.5′N,140°42.6′E,7 km,3.7,震度３
2011/04/11,20:42:35.1,福島県浜通り,36°57.9′N,140°38.0′E,11 km,5.9,震度５弱
2011/04/11,20:27:29.8,福島県浜通り,37°02.5′N,140°40.9′E,11 km,4.6,震度３
2011/04/11,20:23:21.8,茨城県北部,36°42.2′N,140°37.7′E,7 km,3.8,震度３
2011/04/11,20:12:41.0,福島県浜通り,36°57.1′N,140°39.3′E,8 km,4.3,震度２
2011/04/11,20:07:49.7,福島県浜通り,36°59.3′N,140°44.9′E,10 km,3.7,震度２
2011/04/11,20:00:34.2,福島県浜通り,37°01.3′N,140°41.7′E,11 km,4.4,震度３
2011/04/11,19:59:49.9,福島県浜通り,36°58.1′N,140°40.9′E,8 km,3.3,震度２
2011/04/11,19:59:10.2,福島県浜通り,37°04.1′N,140°42.1′E,6 km,4.5,震度２
2011/04/11,19:50:22.2,福島県浜通り,37°00.8′N,140°44.0′E,8 km,3.6,震度２
2011/04/11,19:44:59.0,福島県浜通り,36°58.3′N,140°51.3′E,8 km,3.6,震度２
2011/04/11,19:42:03.6,福島県浜通り,37°00.9′N,140°36.6′E,11 km,3.5,震度２
2011/04/11,19:34:48.4,福島県浜通り,36°55.1′N,140°41.5′E,7 km,4.0,震度２
2011/04/11,19:31:09.7,福島県浜通り,36°54.2′N,140°41.5′E,9 km,4.3,震度３
2011/04/11,19:29:11.3,福島県浜通り,36°57.9′N,140°44.6′E,12 km,4.3,震度３
2011/04/11,19:25:46.7,福島県浜通り,37°01.1′N,140°38.7′E,8 km,4.4,震度３
2011/04/11,19:20:05.5,福島県浜通り,36°57.7′N,140°46.1′E,10 km,3.5,震度２
2011/04/11,19:18:59.6,福島県中通り,37°01.3′N,140°37.3′E,9 km,4.6,震度３
2011/04/11,19:11:30.4,福島県浜通り,37°02.4′N,140°40.4′E,9 km,3.7,震度２
2011/04/11,19:10:08.4,福島県中通り,37°05.6′N,140°36.5′E,14 km,3.9,震度３
2011/04/11,19:09:37.4,福島県浜通り,37°03.3′N,140°44.2′E,10 km,3.5,震度３
2011/04/11,19:05:06.0,福島県中通り,37°04.1′N,140°37.2′E,7 km,4.3,震度３
2011/04/11,19:01:22.1,茨城県北部,36°53.8′N,140°40.4′E,8 km,3.3,震度２
2011/04/11,19:00:04.4,福島県浜通り,36°56.1′N,140°43.4′E,6 km,4.7,震度３
2011/04/11,18:57:40.9,群馬県北部,36°48.2′N,139°18.5′E,6 km,3.0,震度２
2011/04/11,18:54:59.9,福島県浜通り,37°04.4′N,140°40.9′E,8 km,4.3,震度３
2011/04/11,18:53:30.4,福島県浜通り,37°05.0′N,140°46.4′E,11 km,3.4,震度２
2011/04/11,18:52:26.9,福島県沖,37°11.0′N,141°25.9′E,42 km,3.9,震度３
2011/04/11,18:52:05.5,福島県浜通り,36°57.7′N,140°40.3′E,8 km,3.4,震度２
2011/04/11,18:48:14.1,福島県浜通り,36°58.0′N,140°39.0′E,10 km,4.6,震度３
2011/04/11,18:46:48.2,福島県浜通り,36°59.4′N,140°43.8′E,10 km,3.9,震度２
2011/04/11,18:44:58.4,福島県浜通り,36°59.7′N,140°44.8′E,11 km,4.2,震度３
2011/04/11,18:39:24.5,福島県浜通り,37°01.5′N,140°40.8′E,9 km,3.4,震度２
2011/04/11,18:36:20.2,福島県浜通り,36°54.0′N,140°40.8′E,8 km,4.8,震度４
2011/04/11,18:35:17.3,福島県浜通り,37°02.9′N,140°39.9′E,7 km,3.5,震度２
2011/04/11,18:31:33.6,福島県浜通り,36°57.3′N,140°39.3′E,8 km,3.9,震度２
2011/04/11,18:30:33.4,福島県浜通り,36°54.7′N,140°43.2′E,6 km,4.7,震度３
2011/04/11,18:23:23.5,福島県浜通り,36°57.8′N,140°48.3′E,10 km,4.3,震度３
2011/04/11,18:19:04.8,宮城県沖,38°08.1′N,142°19.6′E,37 km,4.5,震度２
2011/04/11,18:17:13.3,宮城県沖,37°48.9′N,142°31.4′E,36 km,4.8,震度２
2011/04/11,18:13:18.4,福島県浜通り,36°56.9′N,140°39.7′E,7 km,4.1,震度２
2011/04/11,18:12:30.7,茨城県北部,36°53.1′N,140°41.2′E,6 km,4.7,震度３
2011/04/11,18:06:10.7,福島県浜通り,36°59.3′N,140°42.6′E,11 km,4.3,震度３
2011/04/11,18:05:18.4,福島県浜通り,36°59.3′N,140°43.8′E,12 km,5.1,震度４
2011/04/11,18:03:57.5,福島県浜通り,37°01.1′N,140°40.7′E,9 km,4.1,震度２
2011/04/11,18:01:32.8,福島県中通り,37°03.0′N,140°37.6′E,8 km,3.4,震度２
2011/04/11,17:59:45.3,福島県浜通り,36°59.5′N,140°43.8′E,12 km,4.8,震度４
2011/04/11,17:58:02.8,福島県中通り,37°01.4′N,140°36.4′E,10 km,4.9,震度４
2011/04/11,17:55:57.2,福島県浜通り,37°01.0′N,140°41.8′E,11 km,3.5,震度２
2011/04/11,17:54:55.3,福島県浜通り,37°00.2′N,140°37.6′E,10 km,4.1,震度２
2011/04/11,17:54:16.9,福島県中通り,37°01.0′N,140°37.7′E,10 km,3.8,震度２
2011/04/11,17:51:00.6,福島県浜通り,37°00.0′N,140°45.1′E,11 km,4.3,震度３
2011/04/11,17:50:00.8,福島県浜通り,37°01.4′N,140°41.7′E,10 km,3.8,震度２
